"Timestamp","What is your current graduation year?","How would you describe your race and ethnicity? Check all that apply.","What is your intended concentration area(s)?","How would you describe your gender identity? Check all that apply.","Do you identify as LGBTQ+?","Overall, how would you describe your political views relative to those of your parents? ","Have you ever been evaluated by Brown EMS (Emergency Medical Services)? Select all that apply.","How old was your mother when she had you? Enter -1 if unsure.","Were you allowed to watch SpongeBob SquarePants as a kid?","How did you meet your most recent significant other? Pick the option that best applies.","What percentage of Brown students do you think come from a family in the top 1% of household incomes?","What is the minimum salary you would require to work in a role that directly conflicts with your morals? 

Enter -1 if you would not do this for any amount of money.","Which of the following substances have you used recreationally in the past six months?","Do you change with your blinds open?"
"2025/03/06 11:58:44 AM EST","2026","Asian","Social Sciences","Man","No","My views are much more liberal","No","32","No","Job/internship","60","-1","Alcohol;LSD/Acid;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:00:13 PM EST","2028","Black;White","Social Sciences","Woman","No","My views are somewhat more liberal","No","-1","Yes","Party/social event","37","-1","Alcohol;Marijuana","No"
"2025/03/06 12:00:14 PM EST","2026.5","White","Social Sciences","Woman","Prefer not to answer","My views are somewhat more liberal","No","40","Yes","I have not had a significant other","30","500000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 12:00:27 PM EST","2028","White","Humanities/ Arts;Social Sciences","Man","No","My views are much more liberal","No","35","Yes","Mutual friends/met as friends","15","-1","Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Ketamine;LSD/Acid;Marijuana;MDMA (Ecstasy/Molly);Nicotine;Psilocybin (Psychedelic mushrooms);Unprescribed use of prescription stimulants (Adderall)","Yes, and I do think people can see me"
"2025/03/06 12:00:52 PM EST","2027","Asian","Physical Sciences","Woman","No","My views are much more liberal","No","33","Yes","High school","30","100","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:01:09 PM EST","2028","White","Social Sciences","Man","Yes","My views are similar to those of my parents","No","38","Yes","Class","22","2000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:01:28 PM EST","2028","White","Life Sciences","Man","No","My views are somewhat more liberal","No","1","Yes","High school","25","-1","None of the above","No"
"2025/03/06 12:01:31 PM EST","2026","Asian","Social Sciences","Man","No","My views are somewhat more liberal","No","32","Unsure","museum ","40","250000","Alcohol;Marijuana;Nicotine","No"
"2025/03/06 12:02:54 PM EST","2027","Asian","Physical Sciences","Woman","Unsure","My views are much more liberal","No","25","Yes","I have not had a significant other","5","-1","None of the above","Yes, but I don't think people can see me"
"2025/03/06 12:04:22 PM EST","2028","White","Physical Sciences","Man","No","My views are similar to those of my parents","Yes, for a different reason","45","No","Mutual friends/met as friends","70","1000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:04:31 PM EST","2027","White","Physical Sciences","Man","No","My views are similar to those of my parents","No","35","No","High school","20","-1","None of the above","Yes, but I don't think people can see me"
"2025/03/06 12:04:36 PM EST","2025","Asian","Physical Sciences","Man","No","My views are somewhat more liberal","No","31","Yes","Dating app","30","1000000","Marijuana","No"
"2025/03/06 12:04:39 PM EST","2028","White","Social Sciences","Man","Yes","My views are somewhat more liberal","No","35","No","Dating app","30","500000","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/06 12:06:52 PM EST","2025","Asian","Physical Sciences;Social Sciences","Man","Yes","My views are somewhat more liberal","No","-1","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","45","600000","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/06 12:09:54 PM EST","2025","White","Physical Sciences","Woman","No","My views are somewhat more liberal","No","36","No","Job/internship","70","-1","Alcohol","No"
"2025/03/06 12:11:30 PM EST","2025","Asian","Life Sciences","Man","No","My views are similar to those of my parents","No","40","No","Church","25","-1","Alcohol","No"
"2025/03/06 12:11:45 PM EST","2028","White","Physical Sciences","Non-binary","Yes","My views are somewhat more liberal","No","36","Yes","Class","30","400000","None of the above","Yes, but I don't think people can see me"
"2025/03/06 12:12:42 PM EST","2025.5","Black","Humanities/ Arts;Life Sciences","Woman","Yes","My views are somewhat more liberal","No","38","No","I have not had a significant other","35","250000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:13:54 PM EST","2027","Black","Life Sciences","Man","Yes","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol","37","No","Mutual friends/met as friends","8","1","Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Nicotine;Unprescribed use of prescription stimulants (Adderall)","Yes, and I do think people can see me"
"2025/03/06 12:15:19 PM EST","2025","White","Life Sciences;Physical Sciences","Man","Yes","My views are much more liberal","No","39","Yes","Dating app","50","300000","Alcohol;Marijuana;Nicotine","No"
"2025/03/06 12:17:17 PM EST","2025","White","Humanities/ Arts","Man","Yes","My views are somewhat more liberal","No","32","No","Extracurricular activities (athletics, clubs, other campus organizations)","25","-1","Alcohol;Inhalants (Poppers/Whip-its);Marijuana","No"
"2025/03/06 12:19:11 PM EST","2025","White","Humanities/ Arts","Woman","Yes","My views are somewhat more liberal","No","25","Yes","Middle school","40","-1","Alcohol","Yes, and I do think people can see me"
"2025/03/06 12:19:29 PM EST","2026","Asian","Physical Sciences","Woman","Yes","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol","30","Yes","Dorm","23","100000","Alcohol;Cocaine;Ketamine;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me"
"2025/03/06 12:20:27 PM EST","2028","Asian","Life Sciences","Woman","No","Unsure","No","-1","Yes","I have not had a significant other","5","-1","None of the above","No"
"2025/03/06 12:24:46 PM EST","2028","White","Humanities/ Arts;Social Sciences","Man","Yes","My views are much more liberal","No","29","Yes","High school","40","-1","Alcohol;Ketamine;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:29:32 PM EST","2025","Asian","Prefer not to answer","Man","No","My views are somewhat more conservative","Yes, for a different reason","-1","Yes","High school","35","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:29:37 PM EST","2025","Asian","Physical Sciences","Man","No","My views are similar to those of my parents","Yes, for a different reason","-1","Yes","Mutual friends/met as friends","80","500000","None of the above","Yes, but I don't think people can see me"
"2025/03/06 12:32:51 PM EST","2025","Black;White","Social Sciences","Woman","No","My views are somewhat more liberal","Yes, for a different reason","-1","Yes","at a bar","17","150000","Alcohol;Inhalants (Poppers/Whip-its)","Yes, and I do think people can see me"
"2025/03/06 12:37:13 PM EST","2027","Asian","Prefer not to answer","Man","No","My views are similar to those of my parents","No","30","Yes","Party/social event","20","-1","Alcohol;Cocaine;Ketamine","No"
"2025/03/06 12:39:18 PM EST","2026","Asian","Physical Sciences","Man","No","My views are somewhat more liberal","No","27","Yes","Dorm","25","500000","Alcohol","No"
"2025/03/06 12:42:16 PM EST","2028","White","Physical Sciences","Man","No","My views are much more liberal","No","30","Yes","I have not had a significant other","20","250000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:43:10 PM EST","2025","White","Humanities/ Arts;Social Sciences","Man","Yes","My views are much more liberal","Yes, for a different reason","32","Yes","Dating app","50","-1","None of the above","No"
"2025/03/06 12:45:23 PM EST","2028","Hispanic or Latino","Life Sciences","Woman","No","Prefer not to answer","Yes, for a different reason","25","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","50","-1","None of the above;Unsure","No"
"2025/03/06 12:46:27 PM EST","2028","Black","Physical Sciences","Man","No","Unsure","No","26","Yes","Mutual friends/met as friends","0","1000","None","No"
"2025/03/06 12:47:27 PM EST","2027","White","Life Sciences;Physical Sciences","Woman","Yes","My views are much more liberal","No","32","No","I have not had a significant other","10","250000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:48:45 PM EST","2026","White","Prefer not to answer","Man","No","My views are similar to those of my parents","Yes, for an incident involving drugs and/or alcohol","37","Yes","Party/social event","20","400000","Alcohol","No"
"2025/03/06 12:50:14 PM EST","2026","White","Social Sciences","Woman","No","My views are similar to those of my parents","No","32","No","Party/social event","60","2000000","Alcohol","No"
"2025/03/06 12:52:08 PM EST","2026","Asian","Social Sciences","Woman","No","My views are somewhat more liberal","No","26","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","25","-1","None of the above","Yes, and I do think people can see me"
"2025/03/06 12:52:25 PM EST","2026","Asian","Physical Sciences","Woman","No","My views are much more liberal","No","39","Yes","Class","60","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 12:52:52 PM EST","2028","Asian","Physical Sciences","Woman","No","My views are similar to those of my parents","No","35","Yes","I have not had a significant other","30","150000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:53:23 PM EST","2028","Asian","Physical Sciences","Man","Yes","My views are much more liberal","No","28","Yes","I have not had a significant other","10","400000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 12:54:01 PM EST","2028","White","Life Sciences","Man","Yes","My views are much more liberal","No","-1","Unsure","I have not had a significant other","10","-1","None of the above","No"
"2025/03/06 12:55:20 PM EST","2028","Asian","Physical Sciences","Man","No","My views are much more liberal","No","31","Yes","High school","20","200000","None of the above","Yes, but I don't think people can see me"
"2025/03/06 12:56:42 PM EST","2025","White","Physical Sciences","Man","No","My views are somewhat more conservative","No","36","No","High school","15","250000","Alcohol","Prefer not to answer"
"2025/03/06 12:56:59 PM EST","2025","White","Physical Sciences","Man","Prefer not to answer","My views are somewhat more liberal","No","36","Unsure","Class","55","2000000000","Alcohol","Yes, and I do think people can see me"
"2025/03/06 12:57:29 PM EST","2025","White","Humanities/ Arts","Woman","No","My views are similar to those of my parents","No","33","No","Mutual friends/met as friends","30","-1","Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me"
"2025/03/06 12:58:32 PM EST","2027","White","Life Sciences;Physical Sciences","Man","No","Prefer not to answer","No","-1","Yes","Prefer not to answer","20","-1","None of the above","Yes, and I do think people can see me"
"2025/03/06 12:58:40 PM EST","2025","White","Life Sciences","Woman","No","My views are similar to those of my parents","No","30","Yes","Dating app","40","200000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 1:00:36 PM EST","2028","Asian","Physical Sciences","Man","No","My views are somewhat more liberal","No","41","Yes","High school","20","300000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:02:24 PM EST","2027","White","Physical Sciences;Social Sciences","Man","Prefer not to answer","My views are similar to those of my parents","No","41","No","I have not had a significant other","48","200000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:02:41 PM EST","2026","White","Life Sciences","Woman","Yes","My views are somewhat more liberal","No","28","No","Mutual friends/met as friends","37","750000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:03:52 PM EST","2026","White","Physical Sciences","Man","No","My views are somewhat more liberal","No","31","Unsure","Mutual friends/met as friends","10","-1","None of the above","No"
"2025/03/06 1:05:00 PM EST","2028","Asian","Humanities/ Arts;Social Sciences","Man","Yes","My views are somewhat more liberal","No","30","Yes","I have not had a significant other","28","200000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:07:15 PM EST","2027","Black","Physical Sciences","Woman","No","My views are somewhat more liberal","No","-1","No","Class","25","1000000","None of the above","Yes, but I don't think people can see me"
"2025/03/06 1:08:21 PM EST","2027","White","Physical Sciences","Woman","No","My views are similar to those of my parents","No","35","Yes","Mutual friends/met as friends","10","150000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:09:03 PM EST","2028","White","Physical Sciences","Woman","Yes","My views are somewhat more liberal","No","37","Unsure","Mutual friends/met as friends","10","-1","Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/06 1:09:40 PM EST","2028","White","Humanities/ Arts;Social Sciences","Man","Yes","My views are somewhat more liberal","No","35","Yes","High school","20","1000000","Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Nicotine","No"
"2025/03/06 1:10:42 PM EST","2028","Asian;White","Physical Sciences","Man","No","My views are somewhat more conservative","No","33","No","Mutual friends/met as friends","70","500000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:11:24 PM EST","2027","White","Humanities/ Arts;Life Sciences","Woman","No","My views are much more liberal","No","33","Yes","Party/social event","40","100000000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:13:35 PM EST","2027","Black","Life Sciences","Man","No","My views are somewhat more conservative","No","-1","Yes","I have not had a significant other","30","-1","None of the above","No"
"2025/03/06 1:13:53 PM EST","2027","White","Life Sciences","Woman;Non-binary","Yes","My views are somewhat more liberal","No","35","No","High school","20","300000","Alcohol","Yes, and I do think people can see me"
"2025/03/06 1:15:02 PM EST","2025","White","Social Sciences","Man","No","My views are somewhat more conservative","No","39","Yes","I have not had a significant other","20","400000","Alcohol;Marijuana","No"
"2025/03/06 1:15:58 PM EST","2025.5","White","Humanities/ Arts;Social Sciences","Man","No","My views are somewhat more liberal","No","36","Yes","I have not had a significant other","70","200000","Alcohol;Marijuana","No"
"2025/03/06 1:16:12 PM EST","2025","Hispanic or Latino;White","Social Sciences","Man","Yes","My views are similar to those of my parents","No","33","Yes","High school","25","-1","None of the above","Yes, and I do think people can see me"
"2025/03/06 1:16:21 PM EST","2027","White","Humanities/ Arts;Physical Sciences","Man","No","My views are somewhat more liberal","No","30","Yes","Dorm","40","-1","Alcohol","No"
"2025/03/06 1:20:12 PM EST","2028","Asian","Humanities/ Arts","Woman","Unsure","My views are somewhat more liberal","No","-1","Yes","High school","20","1000000","Alcohol;Marijuana;Nicotine","No"
"2025/03/06 1:20:28 PM EST","2027","Asian","Physical Sciences","Woman;Questioning","Unsure","My views are similar to those of my parents","No","30","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","41","120","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:22:50 PM EST","2027","White","Humanities/ Arts","Woman","Yes","My views are somewhat more liberal","No","35","No","I have not had a significant other","10","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:23:00 PM EST","2028","Asian","Physical Sciences","Man","Yes","My views are somewhat more liberal","No","25","No","Class","30","450000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:26:00 PM EST","2026","White","Humanities/ Arts;Life Sciences","Woman","Yes","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol","33","No","Dating app","5","-1","Alcohol;Marijuana","No"
"2025/03/06 1:26:33 PM EST","2028","White","Life Sciences","Woman","Yes","My views are similar to those of my parents","No","26","No","High school","10","1000000","Alcohol;Nicotine","No"
"2025/03/06 1:29:04 PM EST","2025","Asian;White","Humanities/ Arts;Social Sciences","Woman","No","My views are much more liberal","No","30","No","I have not had a significant other","30","170000","None of the above","No"
"2025/03/06 1:34:32 PM EST","2028","White","Physical Sciences;Social Sciences","Man","Yes","My views are somewhat more liberal","No","33","No","I have not had a significant other","20","-1","Alcohol","Yes, and I do think people can see me"
"2025/03/06 1:37:26 PM EST","2028","Hispanic or Latino","Life Sciences","Man","Yes","My views are similar to those of my parents","No","-1","No","I have not had a significant other","15","100000","Alcohol","No"
"2025/03/06 1:41:41 PM EST","2028","Asian","Physical Sciences","Man","No","My views are somewhat more liberal","No","-1","Yes","High school","5","5000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 1:42:21 PM EST","2025","White","Humanities/ Arts;Life Sciences","Woman","No","My views are similar to those of my parents","No","38","Yes","I have not had a significant other","15","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 1:52:49 PM EST","2027","Asian","Physical Sciences","Woman","No","My views are somewhat more liberal","No","26","Yes","Class","40","1","None of the above","Yes, but I don't think people can see me"
"2025/03/06 1:56:25 PM EST","2025","Middle Eastern or North African","Social Sciences","Woman","No","My views are somewhat more liberal","Yes, for a different reason","35","No","Dating app","25","900000","Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Marijuana;MDMA (Ecstasy/Molly);Nicotine;Unprescribed use of prescription stimulants (Adderall)","Yes, but I don't think people can see me"
"2025/03/06 1:56:35 PM EST","2025","Black","Humanities/ Arts;Social Sciences","Woman","Yes","My views are similar to those of my parents","Yes, for a different reason","24","No","Mutual friends/met as friends","25","200000","Alcohol;Marijuana;Nicotine","No"
"2025/03/06 2:01:47 PM EST","2027","Asian;Hispanic or Latino","Physical Sciences","Woman","Yes","My views are somewhat more liberal","No","47","Yes","Mutual friends/met as friends","15","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 2:04:28 PM EST","2027","White","Physical Sciences","Man","Yes","My views are similar to those of my parents","Yes, for an incident involving drugs and/or alcohol","36","Yes","I have not had a significant other","15","220000","Alcohol;Cocaine;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/06 2:06:33 PM EST","2025","White","Physical Sciences","Man","No","My views are somewhat more liberal","Yes, for a different reason","29","No","Mutual friends/met as friends","90","-1","Alcohol","Yes, and I do think people can see me"
"2025/03/06 2:09:34 PM EST","2027","Asian","Physical Sciences","Man","No","My views are somewhat more liberal","No","30","Yes","I have not had a significant other","30","500000","Alcohol","No"
"2025/03/06 2:10:49 PM EST","2025","Middle Eastern or North African","Life Sciences;Social Sciences","Man","No","My views are similar to those of my parents","Yes, for an incident involving drugs and/or alcohol","30","No","Mutual friends/met as friends","35","5000000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/06 2:13:24 PM EST","2025","White","Social Sciences","Woman","Yes","My views are somewhat more liberal","No","36","Yes","I have not had a significant other","60","600000","None of the above","Yes, but I don't think people can see me"
"2025/03/06 2:14:06 PM EST","2025","Asian","Physical Sciences;Social Sciences","Woman","Yes","My views are somewhat more liberal","No","35","Unsure","I have not had a significant other","40","1500000","Alcohol;Nicotine","Yes, and I do think people can see me"
"2025/03/06 2:18:48 PM EST","2027","Asian","Humanities/ Arts;Physical Sciences","Woman","No","My views are much more liberal","No","33","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","7","70000","Alcohol","No"
"2025/03/06 2:21:36 PM EST","2028","Asian","Physical Sciences","Man","No","My views are somewhat more liberal","No","21","Yes","High school","25","250000","None of the above","No"
"2025/03/06 2:22:22 PM EST","2027","Black","Physical Sciences","Man","Yes","My views are much more liberal","No","23","No","I have not had a significant other","10","1000000","Marijuana","Yes, but I don't think people can see me"
"2025/03/06 2:24:41 PM EST","2027","Black","Physical Sciences","Man;Prefer not to answer","No","Prefer not to answer","No","21","Yes","Prefer not to answer","10","-1","None of the above","No"
"2025/03/06 2:25:38 PM EST","2027","Asian","Humanities/ Arts;Life Sciences","Man","No","My views are somewhat more liberal","No","29","No","I have not had a significant other","45","500000000","Alcohol","Yes, and I do think people can see me"
"2025/03/06 2:27:21 PM EST","2027","Asian;Hispanic or Latino;White","Physical Sciences","Man","No","My views are somewhat more conservative","No","35","Yes","I have not had a significant other","20","200000","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/06 2:27:26 PM EST","2027","Asian","Physical Sciences","Man","Yes","My views are much more liberal","No","29","Yes","I have not had a significant other","5","300000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 2:27:40 PM EST","2027","Asian","Life Sciences;Physical Sciences","Man","No","My views are somewhat more liberal","No","28","No","I have not had a significant other","38","900000","None of the above","No"
"2025/03/06 2:28:45 PM EST","2025","Asian;White","Humanities/ Arts;Physical Sciences","Man;Questioning","Yes","My views are somewhat more liberal","No","35","No","Dorm","40","1000000","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/06 2:29:51 PM EST","2026","White","Humanities/ Arts","Man","No","My views are somewhat more liberal","No","30","Yes","Party/social event","30","100000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/06 2:30:03 PM EST","2026","Hispanic or Latino","Physical Sciences","Non-binary","Yes","My views are much more liberal","No","-1","No","I have not had a significant other","20","-1","Alcohol;Inhalants (Poppers/Whip-its);Marijuana","No"
"2025/03/06 2:31:20 PM EST","2028","Asian;Hispanic or Latino","Life Sciences","Woman","No","My views are somewhat more liberal","No","26","Yes","Class","30","300000","None of the above","No"
"2025/03/06 2:33:32 PM EST","2025.5","Asian","Physical Sciences","Man","No","My views are somewhat more conservative","Yes, for a different reason","28","Yes","Mutual friends/met as friends","85","90000","Alcohol","No"
"2025/03/06 2:37:16 PM EST","2027","Asian","Life Sciences","Woman","No","My views are somewhat more liberal","No","36","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","25","2000000","Alcohol","No"
"2025/03/06 2:40:00 PM EST","2025","White","Physical Sciences","Man","No","My views are similar to those of my parents","Yes, for a different reason","30","No","Extracurricular activities (athletics, clubs, other campus organizations)","18","200000","Alcohol","No"
"2025/03/06 3:02:18 PM EST","2025","White","Humanities/ Arts","Woman","Yes","My views are somewhat more liberal","No","30","Yes","Mutual friends/met as friends","20","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 3:03:31 PM EST","2028","Asian","Social Sciences","Woman","No","My views are much more liberal","No","29","Yes","Party/social event","20","1000000","Alcohol","No"
"2025/03/06 3:04:30 PM EST","2028","White","Physical Sciences","Woman;Non-binary","Yes","My views are somewhat more liberal","No","35","Yes","I have not had a significant other","8","200000","None of the above","Yes, but I don't think people can see me"
"2025/03/06 3:07:01 PM EST","2028","White","Social Sciences","Man","Yes","My views are somewhat more liberal","No","32","No","High school","40","1000000","None of the above","Yes, but I don't think people can see me"
"2025/03/06 3:08:54 PM EST","2026","Asian","Life Sciences","Man","No","My views are somewhat more liberal","No","29","Yes","I have not had a significant other","20","-1","None of the above","No"
"2025/03/06 3:11:44 PM EST","2025","Middle Eastern or North African","Social Sciences","Man","No","My views are similar to those of my parents","No","31","Yes","Mutual friends/met as friends","50","100000","Alcohol;Marijuana;Nicotine","No"
"2025/03/06 3:11:45 PM EST","2026","White","Social Sciences","Man","No","My parents have significantly different political views from each other","No","24","No","Party/social event","60","500000","Alcohol;Nicotine","Yes, and I do think people can see me"
"2025/03/06 3:12:43 PM EST","2027","Asian","Life Sciences","Man","No","My views are much more liberal","No","-1","Yes","Dating app","40","1000000","Alcohol","Yes, and I do think people can see me"
"2025/03/06 3:14:26 PM EST","2028","Asian","Humanities/ Arts;Life Sciences","Woman","Prefer not to answer","Prefer not to answer","No","31","Unsure","Prefer not to answer","20","-1","None of the above","No"
"2025/03/06 3:14:34 PM EST","2027","White","Humanities/ Arts","Woman","Yes","My views are similar to those of my parents","No","32","Yes","Mutual friends/met as friends","6","-1","Prefer not to answer","No"
"2025/03/06 3:17:57 PM EST","2028","Asian","Humanities/ Arts;Social Sciences","Man","Yes","My views are much more liberal","No","28","Yes","High school","45","1000000","Alcohol;Marijuana","No"
"2025/03/06 3:18:19 PM EST","2025","Middle Eastern or North African","Life Sciences","Woman","No","Unsure","Yes, for an incident involving drugs and/or alcohol","27","Yes","Dorm","80","-1","Alcohol;Marijuana","Prefer not to answer"
"2025/03/06 3:18:48 PM EST","2025","Black;White","Social Sciences","Woman","No","My views are much more liberal","No","40","Yes","Mutual friends/met as friends","40","1000000000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 3:21:01 PM EST","2027","Black","Life Sciences","Woman","No","My views are similar to those of my parents","No","27","No","Dating app","75","-1","Alcohol","No"
"2025/03/06 3:21:13 PM EST","2026","Asian","Humanities/ Arts","Man","No","My views are similar to those of my parents","No","32","No","Class","20","1500000","Alcohol;Marijuana","No"
"2025/03/06 3:22:26 PM EST","2026","Asian","Life Sciences;Physical Sciences","Man","No","My views are similar to those of my parents","No","33","No","Class","5","-1","Alcohol","No"
"2025/03/06 3:22:52 PM EST","2028","Black","Humanities/ Arts","Man","No","My views are somewhat more liberal","No","32","Yes","High school","50","100000000","None of the above","Yes, but I don't think people can see me"
"2025/03/06 3:23:32 PM EST","2028","White","Life Sciences","Man","No","My views are similar to those of my parents","Yes, for an incident involving drugs and/or alcohol","31","No","Met in public","13","5000000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 3:24:10 PM EST","2028","White","Life Sciences","Woman","Yes","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol","33","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","45","1000000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/06 3:24:38 PM EST","2028","Hispanic or Latino;White","Humanities/ Arts;Social Sciences","Man","Yes","My views are somewhat more liberal","No","33","Unsure","Extracurricular activities (athletics, clubs, other campus organizations)","40","-1","Alcohol;Marijuana;Nicotine","Yes, and I do think people can see me"
"2025/03/06 3:24:51 PM EST","2028","White","Social Sciences","Man","No","My views are somewhat more liberal","No","35","Yes","Middle School","30","500000","Alcohol;Marijuana","No"
"2025/03/06 3:26:22 PM EST","2027","Native American or Alaska Native;White","Life Sciences","Woman","Yes","My views are much more liberal","Yes, for a different reason","19","No","Class","30","200000","None of the above","No"
"2025/03/06 3:26:43 PM EST","2027","White","Physical Sciences","Woman","No","My parents have significantly different political views from each other","No","38","No","Extracurricular activities (athletics, clubs, other campus organizations)","30","0","Alcohol","No"
"2025/03/06 3:27:34 PM EST","2027","Asian","Humanities/ Arts;Social Sciences","Man","No","My views are similar to those of my parents","No","-1","Yes","I have not had a significant other","17","120000","Alcohol;Marijuana","No"
"2025/03/06 3:28:51 PM EST","2025","White","Humanities/ Arts;Social Sciences","Man","Yes","My views are much more liberal","No","35","Yes","Dating app","60","5000000","Alcohol;Inhalants (Poppers/Whip-its);Nicotine","Yes, but I don't think people can see me"
"2025/03/06 3:29:25 PM EST","2027","White","Physical Sciences","Man","No","My views are similar to those of my parents","No","30","No","Dating app","15","500000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 3:30:17 PM EST","2025","Asian;White","Humanities/ Arts","Man","No","My views are similar to those of my parents","No","34","Yes","I have not had a significant other","20","-1","Alcohol","No"
"2025/03/06 3:31:22 PM EST","2026","Asian","Physical Sciences","Man","No","My views are similar to those of my parents","No","21","Yes","I have not had a significant other","60","-1","None of the above","Yes, but I don't think people can see me"
"2025/03/06 3:32:09 PM EST","2026","Asian;White","Physical Sciences","Man","No","My views are somewhat more liberal","No","31","Yes","I have not had a significant other","4","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 3:33:17 PM EST","2026","White","Physical Sciences","Man","No","My views are somewhat more liberal","No","31","Unsure","Mutual friends/met as friends","15","-1","Alcohol;Marijuana","No"
"2025/03/06 3:34:57 PM EST","2025","Asian","Humanities/ Arts","Woman","No","My views are similar to those of my parents","Yes, for a different reason","36","Yes","Dating app","70","10000000","Alcohol;Nicotine","Yes, but I don't think people can see me"
"2025/03/06 3:35:24 PM EST","2027","Asian","Social Sciences","Woman","Yes","My views are much more liberal","No","26","Unsure","Prefer not to answer","20","1000000000","Alcohol","No"
"2025/03/06 3:35:59 PM EST","2027","Asian","Social Sciences","Woman","No","My views are much more liberal","No","29","Yes","I have not had a significant other","20","300000","Alcohol","Yes, but I don't think people can see me"
"2025/03/06 3:38:36 PM EST","2027","White","Life Sciences","Woman","No","My views are much more liberal","No","36","Yes","I have not had a significant other","10","300000","None of the above","No"
"2025/03/06 3:40:59 PM EST","2027","Black","Humanities/ Arts;Physical Sciences","Man","No","My views are somewhat more liberal","No","34","Yes","I have not had a significant other","25","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/06 3:41:33 PM EST","2027","Asian;White","Humanities/ Arts;Social Sciences","Woman","Yes","My views are somewhat more liberal","No","42","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","20","250000","Alcohol;Marijuana;Nicotine","Yes, and I do think people can see me"
"2025/03/06 3:43:04 PM EST","2025","White","Humanities/ Arts;Social Sciences","Man","No","My views are somewhat more liberal","No","36","Yes","Class","75","-1","Alcohol;Marijuana","No"
