"Timestamp","What is your current graduation year?","How would you describe your race and ethnicity? Check all that apply.","What is your intended concentration area(s)?","How would you describe your gender identity? Check all that apply.","Do you identify as LGBTQ+?","Have you ever taken piano lessons?","Do you have a driver's license?","Do you believe that President Donald Trump is a threat to democracy?","Do you take any prescription medications to treat depression or anxiety?","Should Brown require applicants to submit a standardized test score? (SAT/ACT)","Do you credit Brown career services, at least in part, with helping you secure an internship or full-time job?","Do any of your parent(s) or guardian(s) own a gun?","In a romantic context, would you rather be rejected because of your looks or personality?","Have you ever undergone a procedure for primarily cosmetic purposes?","What is the capital of Canada?"
"2025/04/16 2:05:30 PM AST","2028","White","Humanities/ Arts","Woman","No","Yes","Yes","Yes","No, but I have in the past","Yes","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 2:06:01 PM AST","2027","White","Physical Sciences","Man","Yes","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:06:07 PM AST","2028","White","Social Sciences","Woman","No","No","No","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:07:36 PM AST","2028","White","Humanities/ Arts","Man","Unsure","No","No","Yes","Unsure","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:08:26 PM AST","2027","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 2:08:34 PM AST","2028","White","Humanities/ Arts","Man","Yes","No","Yes","Yes","Yes, I currently have a prescription","No","No","Yes","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:09:43 PM AST","2028","Asian;Hispanic or Latino;White","Social Sciences","Woman","No","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/16 2:09:58 PM AST","2027","Asian","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 2:10:30 PM AST","2025","White","Physical Sciences","Man","No","Yes","Yes","Yes","No, but I have in the past","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:11:02 PM AST","2027","Black;Native American or Alaska Native","Humanities/ Arts","Man","Yes","No","Yes","Yes","No, I never have","No","No","Yes","I would rather be rejected because of my personality","No","Montreal"
"2025/04/16 2:11:29 PM AST","2028","Asian","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","ottawa"
"2025/04/16 2:11:30 PM AST","2026","White","Humanities/ Arts;Life Sciences","Man","Yes","No","Yes","Yes","Yes, I currently have a prescription","Unsure","No","Yes","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:13:41 PM AST","2025","Asian","Physical Sciences","Man","Prefer not to answer","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:17:06 PM AST","2028","White","Humanities/ Arts","Woman;Questioning","Yes","Yes","Yes","Yes","No, but I have in the past","No","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:17:13 PM AST","2028","Asian;Hispanic or Latino;Native American or Alaska Native;White","Humanities/ Arts;Life Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 2:17:19 PM AST","2025","Hispanic or Latino;White","Social Sciences","Woman","Yes","No","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/16 2:17:35 PM AST","2028","Asian;Hispanic or Latino","Social Sciences","Woman","Yes","Yes","No","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","oh god.........I suck at geography. Toronto????????????"
"2025/04/16 2:20:18 PM AST","2028","White","Life Sciences","Man","Yes","No","Yes","Yes","No, I never have","No","No","Yes","I would rather be rejected because of my personality","No","Ottawa babes"
"2025/04/16 2:22:09 PM AST","2027","Prefer not to answer","Humanities/ Arts","Woman","Yes","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","ottowa"
"2025/04/16 2:24:09 PM AST","2027","Hispanic or Latino;White","Physical Sciences","Man","No","No","No","Yes","No, but I have in the past","Unsure","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:24:56 PM AST","2027","Black","Physical Sciences;Social Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 2:25:12 PM AST","2028","White","Humanities/ Arts;Social Sciences","Woman","Yes","No","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Idk. Like toronto"
"2025/04/16 2:27:23 PM AST","2027","Hispanic or Latino;White","Physical Sciences;Social Sciences","Man","No","No","Yes","Yes","No, I never have","No","Unsure","No","I would rather be rejected because of my looks","No","Quebec"
"2025/04/16 2:27:25 PM AST","2028","White","Life Sciences;Physical Sciences","Man","No","No","Yes","Unsure","No, I never have","Yes","Unsure","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:28:16 PM AST","2025","White","Humanities/ Arts;Life Sciences","Man","Yes","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:32:46 PM AST","2028","Asian;White","Social Sciences","Woman","Yes","No","No","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 2:32:49 PM AST","2025","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","No","Unsure","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 2:33:49 PM AST","2028","White","Humanities/ Arts","Man","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:35:47 PM AST","2027","Asian","Prefer not to answer","Woman","Yes","Yes","Yes","Yes","No, but I have in the past","No","No","No","I would rather be rejected because of my looks","No"," "
"2025/04/16 2:36:41 PM AST","2028","White","Social Sciences","Man","Yes","Yes","Yes","Unsure","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my personality","Yes, a non-surgical procedure (injectables, fillers, botox, etc.)","Miami"
"2025/04/16 2:36:44 PM AST","2028","Middle Eastern or North African","Physical Sciences","Questioning","Yes","Yes","No","No","No, I never have","Yes","No","No","I would rather be rejected because of my looks","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Quebec"
"2025/04/16 2:38:00 PM AST","2027","White","Physical Sciences","Non-binary","Yes","Yes","No","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ottawa "
"2025/04/16 2:38:45 PM AST","2027","White","Humanities/ Arts","Man;Questioning","Yes","No","Yes","Yes","No, but I have in the past","No","No","No","I would rather be rejected because of my looks","No","ontario"
"2025/04/16 2:38:51 PM AST","2027","Asian","Life Sciences","Man","Yes","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:41:22 PM AST","2026","White","Social Sciences","Woman","Yes","No","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:42:02 PM AST","2028","Asian;White","Life Sciences;Physical Sciences;Social Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/16 2:45:44 PM AST","2026","Asian","Life Sciences;Physical Sciences","Man","No","No","Yes","Prefer not to answer","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:46:49 PM AST","2025","Middle Eastern or North African","Social Sciences","Man","No","No","Yes","No","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","ontario"
"2025/04/16 2:47:04 PM AST","2025","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:47:59 PM AST","2028","Black","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/16 2:48:04 PM AST","2028","White","Life Sciences;Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/16 2:49:35 PM AST","2027","Asian","Life Sciences;Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 2:50:26 PM AST","2028","Black","Physical Sciences","Man","No","No","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:51:22 PM AST","2028","Middle Eastern or North African;White","Physical Sciences","Woman","No","No","Yes","Unsure","No, but I have in the past","Unsure","Unsure","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 2:52:21 PM AST","2025","White","Humanities/ Arts;Social Sciences","Man","No","No","Yes","Yes","Yes, I currently have a prescription","Yes","Yes","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:52:26 PM AST","2028","White","Social Sciences","Man","Yes","No","No","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:53:20 PM AST","2027","White","Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","No","Prefer not answer","I would rather be rejected because of my looks","No","Alberta"
"2025/04/16 2:54:38 PM AST","2027","White","Physical Sciences","Man","No","Yes","No","Yes","No, I never have","Yes","Unsure","No","I would rather be rejected because of my looks","No","DC"
"2025/04/16 2:56:06 PM AST","2025","Prefer not to answer","Physical Sciences","Man","No","No","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:56:10 PM AST","2025","White","Physical Sciences","Woman","No","Yes","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 3:02:38 PM AST","2028","Asian","Physical Sciences","Man","No","No","No","Yes","No, I never have","No","Unsure","No","Prefer not to answer","No","otwoataoaoaoaaaa"
"2025/04/16 3:02:56 PM AST","2028","White","Humanities/ Arts;Social Sciences","Man","No","No","Yes","Unsure","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/16 3:04:44 PM AST","2028","Asian","Humanities/ Arts","Man","No","Yes","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my personality","No","Washington DC"
"2025/04/16 3:04:48 PM AST","2028","Asian","Humanities/ Arts","Man","No","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","ottawa"
"2025/04/16 3:06:10 PM AST","2028","Asian","Physical Sciences","Man","No","No","Yes","Unsure","Yes, I currently have a prescription","Yes","Prefer not to answer","No","I would rather be rejected because of my personality","No","Washington DC"
"2025/04/16 3:08:02 PM AST","2028","Asian","Humanities/ Arts;Social Sciences","Man","No","Yes","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/16 3:09:46 PM AST","2025","White","Social Sciences","Woman","No","No","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","No","ontario"
"2025/04/16 3:23:38 PM AST","2026","Prefer not to answer","Prefer not to answer","Man","No","Yes","No","Unsure","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","montreal"
"2025/04/16 3:24:04 PM AST","2025.5","Black","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my looks","No","great question"
"2025/04/16 3:27:00 PM AST","2028","Asian","Life Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","ontario"
"2025/04/16 3:27:06 PM AST","2027","Asian","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","sydney"
"2025/04/16 3:27:42 PM AST","2028","Asian;Middle Eastern or North African","Life Sciences","Man","No","No","Yes","Unsure","No, I never have","No","No","No","I would rather be rejected because of my personality","No","ottawa"
"2025/04/16 3:28:49 PM AST","2025","White","Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 3:29:26 PM AST","2028","Asian","Physical Sciences","Man","Prefer not to answer","No","No","Prefer not to answer","No, I never have","Prefer not answer","Prefer not to answer","Prefer not answer","Prefer not to answer","Prefer not to answer","?"
"2025/04/16 3:31:17 PM AST","2025","Asian;Native Hawaiian or Pacific Islander;White","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 3:31:22 PM AST","2028","Asian","Social Sciences","Woman","No","Yes","Yes","Yes","Unsure","No","No","Yes","I would rather be rejected because of my looks","Unsure","Ontario"
"2025/04/16 3:32:59 PM AST","2025.5","Asian","Physical Sciences;Prefer not to answer","Man","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 3:33:06 PM AST","2025","Asian","Physical Sciences","Non-binary","Yes","No","Yes","Unsure","No, but I have in the past","Yes","No","No","I would rather be rejected because of my personality","No","Vancouver"
"2025/04/16 3:33:29 PM AST","2028","White","Humanities/ Arts;Life Sciences;Physical Sciences;Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Ottawa (backup answer is Montreal)"
"2025/04/16 3:39:04 PM AST","2027","Asian;White","Life Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Montreal?"
"2025/04/16 3:42:31 PM AST","2027","Asian","Physical Sciences","Woman","No","Yes","No","Yes","No, I never have","Yes","Yes","No","Prefer not to answer","No","ottowa"
"2025/04/16 3:43:01 PM AST","2028","Asian;White","Social Sciences","Man","No","Yes","Yes","Unsure","No, but I have in the past","Yes","No","No","I would rather be rejected because of my personality","No","No idea"
"2025/04/16 3:43:31 PM AST","2028","Black","Life Sciences","Man","No","No","No","Unsure","No, I never have","No","Yes","No","I would rather be rejected because of my personality","No","toronto "
"2025/04/16 3:43:37 PM AST","2028","White","Humanities/ Arts;Life Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","ottowa"
"2025/04/16 3:44:29 PM AST","2025","Hispanic or Latino;White","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","????"
"2025/04/16 3:45:06 PM AST","2027","White","Social Sciences","Man","Yes","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 3:46:06 PM AST","2026","White","Physical Sciences","Man","Unsure","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 3:46:45 PM AST","2026","White","Humanities/ Arts;Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 3:46:51 PM AST","2027","Asian","Physical Sciences;Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","ottawa"
"2025/04/16 3:47:36 PM AST","2025","Asian;White","Life Sciences","Woman","No","Yes","Yes","Prefer not to answer","No, I never have","No","Yes","No","I would rather be rejected because of my personality","No","Vancouver"
"2025/04/16 3:48:06 PM AST","2027","Asian","Life Sciences","Woman","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","ontario"
"2025/04/16 3:48:42 PM AST","2026","Black","Life Sciences","Man","Yes","Yes","Yes","Yes","No, but I have in the past","No","No","No","I would rather be rejected because of my personality","No","montreal "
"2025/04/16 3:48:49 PM AST","2027","Asian","Life Sciences","Man","No","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my personality","No","ottawa"
"2025/04/16 3:49:21 PM AST","2025","Asian","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 3:50:31 PM AST","2028","Asian","Life Sciences;Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 3:51:04 PM AST","2027","Asian","Humanities/ Arts;Life Sciences","Man","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 3:51:32 PM AST","2028","Hispanic or Latino","Humanities/ Arts","Woman","Yes","No","Yes","Yes","Yes, I currently have a prescription","Unsure","No","No","I would rather be rejected because of my personality","No","no idea"
"2025/04/16 3:51:46 PM AST","2028","Middle Eastern or North African;White","Humanities/ Arts;Social Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","tornot"
"2025/04/16 3:53:02 PM AST","2027","Asian","Physical Sciences","Man","No","Yes","No","Unsure","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","quebec"
"2025/04/16 3:53:34 PM AST","2027","White","Physical Sciences;Social Sciences","Man","No","No","Yes","No","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","toronto"
"2025/04/16 3:53:39 PM AST","2027","White","Physical Sciences","Man","No","Yes","Yes","No","No, I never have","Yes","No","Yes","I would rather be rejected because of my looks","No","Idk"
"2025/04/16 3:54:26 PM AST","2028","Asian","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Regina"
"2025/04/16 3:54:32 PM AST","2028","Asian","Humanities/ Arts;Life Sciences","Man","Yes","No","Yes","Yes","No, I never have","Unsure","Unsure","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 3:56:35 PM AST","2028","Native American or Alaska Native;White","Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","ottawa"
"2025/04/16 3:56:45 PM AST","2027","Native American or Alaska Native;White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","Yes","Yes","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 3:56:46 PM AST","2028","Prefer not to answer","Physical Sciences","Man","No","Yes","Yes","No","No, I never have","Yes","Unsure","No","I would rather be rejected because of my personality","No","ottawa"
"2025/04/16 3:57:35 PM AST","2027","Hispanic or Latino;White","Life Sciences;Social Sciences","Man","No","No","Yes","Yes","Yes, I currently have a prescription","No","No","Yes","I would rather be rejected because of my looks","No","no fucking clue"
"2025/04/16 3:57:45 PM AST","2027","White","Physical Sciences","Man","Yes","No","Yes","Yes","No, I never have","Yes","Yes","Yes","I would rather be rejected because of my looks","No","Vancouver "
"2025/04/16 3:59:53 PM AST","2025","White","Humanities/ Arts;Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 4:00:58 PM AST","2027","Asian","Physical Sciences","Woman","Prefer not to answer","No","Yes","Yes","No, I never have","Unsure","Unsure","Yes","I would rather be rejected because of my looks","No","Alberta"
"2025/04/16 4:02:38 PM AST","2027","Hispanic or Latino","Humanities/ Arts;Social Sciences","Man","Yes","No","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my looks","No","Vancouver"
"2025/04/16 4:04:07 PM AST","2025","Asian","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","idk"
"2025/04/16 4:04:10 PM AST","2027","Hispanic or Latino;White","Social Sciences","Woman","Yes","Yes","Yes","Yes","No, but I have in the past","No","No","No","I would rather be rejected because of my personality","No","ottawa"
"2025/04/16 4:04:42 PM AST","2025","Black","Prefer not to answer","Woman","No","No","No","Yes","No, I never have","No","No","No","Prefer not to answer","No","toronto"
"2025/04/16 4:05:20 PM AST","2027","Black;White","Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","No","Unsure","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 4:06:15 PM AST","2025","Asian","Physical Sciences","Man","No","No","No","Unsure","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 4:07:09 PM AST","2027","Hispanic or Latino;White","Physical Sciences","Man","Yes","Yes","Yes","Unsure","No, I never have","Unsure","Yes","Yes","I would rather be rejected because of my looks","No","Not sure. Quebec?"
"2025/04/16 4:07:32 PM AST","2028","Asian","Humanities/ Arts;Social Sciences","Woman","Prefer not to answer","Yes","Yes","Yes","No, I never have","Unsure","Yes","No","I would rather be rejected because of my personality","No","Vancouver...?"
"2025/04/16 4:08:14 PM AST","2027","Asian","Humanities/ Arts;Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","ottawa"
"2025/04/16 4:10:50 PM AST","2027","Hispanic or Latino;White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","ottawa"
"2025/04/16 4:11:09 PM AST","2027","Asian","Humanities/ Arts;Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/16 4:13:53 PM AST","2025","Asian;White","Humanities/ Arts;Physical Sciences","Man;Questioning","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 4:16:49 PM AST","2027","White","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 4:17:15 PM AST","2026","Asian","Physical Sciences","Man;Non-binary;Questioning","Unsure","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Albany"
"2025/04/16 4:19:23 PM AST","2027","Asian","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my looks","No","Maple syrup"
"2025/04/16 4:20:50 PM AST","2027","Asian","Physical Sciences","Man","Prefer not to answer","Yes","No","Yes","No, I never have","Yes","Unsure","No","I would rather be rejected because of my personality","No","Caugory"
"2025/04/17 9:40:51 AM AST","2028","Black","Humanities/ Arts","Man","Yes","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Ontario"
"2025/04/17 10:11:57 AM AST","2025","White","Life Sciences","Woman","No","No","Yes","Unsure","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","No","otowa  "
"2025/04/17 10:17:24 AM AST","2028","Asian;White","Life Sciences","Non-binary","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 10:24:40 AM AST","2026","Asian;Native Hawaiian or Pacific Islander","Humanities/ Arts","Woman","Yes","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 10:25:59 AM AST","2028","Black;Hispanic or Latino","Life Sciences","Man","Yes","Yes","No","Yes","No, I never have","Unsure","No","Yes","I would rather be rejected because of my personality","No","Ontario"
"2025/04/17 10:27:04 AM AST","2028","Asian;Black","Life Sciences;Physical Sciences","Woman","Yes","Yes","No","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/17 10:28:49 AM AST","2027","White","Humanities/ Arts","Woman","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/17 10:32:48 AM AST","2028","Asian","Life Sciences;Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 10:35:27 AM AST","2028","White","Physical Sciences","Woman","Yes","No","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/17 10:40:19 AM AST","2027","Hispanic or Latino;White","Humanities/ Arts;Physical Sciences","Woman","Prefer not to answer","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","Yes","I would rather be rejected because of my looks","No","Vancouver"
"2025/04/17 10:49:13 AM AST","2026","White","Physical Sciences;Social Sciences","Man","No","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/17 10:56:19 AM AST","2027","White","Humanities/ Arts;Social Sciences","Man","Yes","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/17 11:05:40 AM AST","2028","Asian","Physical Sciences","Man","Unsure","Yes","Yes","Yes","Yes, I currently have a prescription","Unsure","No","No","Prefer not to answer","No;Unsure","Ontario"
"2025/04/17 11:07:02 AM AST","2025","Asian","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/17 11:21:16 AM AST","2025","Asian","Physical Sciences","Man","Prefer not to answer","Yes","Yes","Yes","No, but I have in the past","Yes","No","Yes","I would rather be rejected because of my personality","No","Ontario?? idk"
"2025/04/17 11:22:23 AM AST","2028","Asian","Humanities/ Arts;Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","No","Unsure","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/17 11:22:31 AM AST","2028","Asian","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","Yes","Yes","I would rather be rejected because of my looks","No","Toronto"
"2025/04/17 11:23:38 AM AST","2027","White","Humanities/ Arts;Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","No","Yes","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 11:24:23 AM AST","2028","Asian;White","Humanities/ Arts;Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my personality","No","Washington DC"
"2025/04/17 11:27:46 AM AST","2028","White","Humanities/ Arts;Life Sciences;Physical Sciences;Social Sciences","Woman","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","Yes","I would rather be rejected because of my looks","No","toronto"
"2025/04/17 11:30:15 AM AST","2028","White","Humanities/ Arts;Life Sciences","Woman","No","Yes","No","Yes","No, I never have","Yes","Unsure","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/17 11:30:52 AM AST","2028","Asian","Life Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","vancouver"
"2025/04/17 11:31:11 AM AST","2028","White","Life Sciences","Man","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","Yes","Yes","Prefer not to answer","No","Ottowa"
"2025/04/17 11:32:42 AM AST","2028","Asian;Black;Hispanic or Latino;Middle Eastern or North African;Native American or Alaska Native;Native Hawaiian or Pacific Islander;White","Humanities/ Arts;Life Sciences;Physical Sciences;Social Sciences","Woman;Man;Non-binary;Questioning;Other","Unsure","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","Yes","Yes","I would rather be rejected because of my looks","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.);Yes, a non-surgical procedure (injectables, fillers, botox, etc.)","Ottawa"
"2025/04/17 11:36:48 AM AST","2028","Asian","Physical Sciences;Social Sciences","Man","Yes","Yes","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Toronto (but I know it's not that)"
"2025/04/17 11:36:52 AM AST","2027","White","Life Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","Unsure","No","Prefer not to answer","No","Toronto, Quebec, Vamcover "
