"Timestamp","What gender do you identify with?","What race(s) do you identify with?","What graduation class are you?","What is your (intended) concentration area(s)?","What religious tradition(s) do you identify with?","Do you think you’re smarter than the average Brown student?","Are you currently in a relationship?","What is your favorite dining hall on campus?","On average, how often do you change your sheets?","Do you believe in God/gods or a higher power?","What is your GPA?","Do you think America is the greatest country in the world?","Do you believe that there is other intelligent life in the universe?"
"2022/04/22 11:06:59 AM AST","Female","White","2022","Life Sciences","I am atheist","No, slightly less smart","No","Josiah's (Jo's)","Less than every two months","No","3.8-3.89","No","Definitely"
"2022/04/22 11:10:48 AM AST","Male","Middle East and North Africa (MENA);White","2022","Social Sciences","I am agnostic","Yes, slightly smarter","No","Sharpe Refectory (Ratty)","Every month","Yes","3.9-3.99","No","Likely"
"2022/04/22 11:13:46 AM AST","Female","White","2022.5","Social Sciences","I am atheist","Yes, slightly smarter","Yes","Blue Room","Every two weeks","Unsure","4.0","No","Likely"
"2022/04/22 11:15:00 AM AST","Female","Black","2022","Social Sciences","Christianity","Yes, slightly smarter","No","Verney-Wooley (V-dub)","Every month","Yes","3.8-3.89","No","Definitely"
"2022/04/22 11:15:20 AM AST","Male","White","2023","Humanities/Arts","I am atheist","Prefer not to answer","No","Josiah's (Jo's)","Every two months","No","3.8-3.89","No","Definitely"
"2022/04/22 11:16:33 AM AST","Male","Black","2022.5","Humanities/Arts","Christianity;I am agnostic","No, slightly less smart","No","Blue Room","Every month","Unsure","3.6-3.69","No","Definitely"
"2022/04/22 11:40:17 AM AST","Male","Asian","2023","Physical Sciences (including math, CS)","Hinduism","Yes, significantly smarter","No","Sharpe Refectory (Ratty)","Less than every two months","Yes","3.7-3.79","No","Likely"
"2022/04/22 11:44:47 AM AST","Male","Black","2022","Social Sciences","I am agnostic","Prefer not to answer","Yes","Barus and Holley Cafe","Every week","No","3.0-3.24","No","Likely"
"2022/04/22 11:47:18 AM AST","Male","White","2022","Physical Sciences (including math, CS)","I am atheist","Prefer not to answer","Yes","Andrews Commons","Every two weeks","No","4.0","Unsure","Likely"
"2022/04/22 12:01:48 PM AST","Male","Asian","2023","Physical Sciences (including math, CS)","Unsure","Yes, slightly smarter","No","Josiah's (Jo's)","Every two weeks","Unsure","4.0","No","Likely"
"2022/04/22 12:15:55 PM AST","Male","White","2022.5","Humanities/Arts;Social Sciences","Judaism","Yes, slightly smarter","Yes","Verney-Wooley (V-dub)","Every month","No","3.7-3.79","No","Likely"
"2022/04/22 12:28:41 PM AST","Male","Asian","2023","Physical Sciences (including math, CS)","Buddhism","Yes, slightly smarter","Yes","Josiah's (Jo's)","Less than every two months","Yes","4.0","No","Likely"
"2022/04/22 12:38:48 PM AST","Female","White","2022","Life Sciences","Judaism","No, slightly less smart","No","Sharpe Refectory (Ratty)","Every two weeks","No","3.8-3.89","No","Likely"
"2022/04/22 12:41:48 PM AST","Male","White","2023","Life Sciences","I am atheist","Yes, significantly smarter","No","Andrews Commons","Every two weeks","No","3.25-3.49","No","Definitely"
"2022/04/22 12:46:17 PM AST","Male","White","2022","Humanities/Arts","Christianity","No, slightly less smart","No","Josiah's (Jo's)","Every two weeks","Unsure","3.8-3.89","No","Definitely"
"2022/04/22 12:47:44 PM AST","Male","White","2023","Social Sciences","I am agnostic","No, significantly less smart","No","Verney-Wooley (V-dub)","Unsure","No","3.5-3.59","No","Likely"
"2022/04/22 12:47:56 PM AST","Female","White","2024.5","Life Sciences","Judaism;I am atheist","Yes, slightly smarter","No","Blue Room","Every month","No","3.9-3.99","No","Unlikely"
"2022/04/22 12:49:15 PM AST","Male","Asian","2022","Physical Sciences (including math, CS)","etc","No, significantly less smart","Prefer not to answer","Verney-Wooley (V-dub)","Prefer not answer","Unsure","4.0","Prefer not to answer","Prefer not to answer"
"2022/04/22 12:53:54 PM AST","Female","Asian;White","2024","Humanities/Arts","I am atheist","Prefer not to answer","Yes","Blue Room","Every two weeks","No","4.0","No","Definitely"
"2022/04/22 12:57:20 PM AST","Female","White","2024","Humanities/Arts;Physical Sciences (including math, CS)","Judaism;I am agnostic","Yes, slightly smarter","Yes","Barus and Holley Cafe","Every two weeks","No","4.0","No","Unlikely"
"2022/04/22 12:59:24 PM AST","Male","White","2023.5","Humanities/Arts;Life Sciences","I am agnostic","Yes, slightly smarter","Yes","Ivy Room","Every two weeks","No","3.8-3.89","No","Definitely"
"2022/04/22 12:59:54 PM AST","Male","Black","2022.5","Humanities/Arts;Social Sciences","Christianity;Judaism","No, slightly less smart","Yes","Verney-Wooley (V-dub)","Every week","Yes","3.9-3.99","No","Definitely"
"2022/04/22 1:02:56 PM AST","Female","Middle East and North Africa (MENA)","2023.5","Life Sciences","Islam","Yes, slightly smarter","No","Blue Room","Every month","Yes","3.7-3.79","Yes","Definitely"
"2022/04/22 1:04:49 PM AST","Male","Asian","2023","Physical Sciences (including math, CS)","I am atheist","Yes, slightly smarter","Yes","Andrews Commons","Every two months","Unsure","4.0","Yes","Likely"
"2022/04/22 1:08:30 PM AST","Female","Black;White","2022.5","Social Sciences","Unsure","No, slightly less smart","Yes","Andrews Commons","Every two weeks","Yes","3.7-3.79","No","Definitely"
"2022/04/22 1:12:11 PM AST","Male","White","2024","Social Sciences","Christianity","Yes, slightly smarter","Yes","Andrews Commons","Every two weeks","Yes","3.7-3.79","Unsure","Likely"
"2022/04/22 1:14:44 PM AST","Male","Asian","2023","Physical Sciences (including math, CS)","I am atheist","No, significantly less smart","Yes","Prefer not to answer","Every week","Yes","4.0","Yes","Definitely"
"2022/04/22 1:15:23 PM AST","Female","Asian","2022","Physical Sciences (including math, CS)","Christianity;I am atheist","Yes, slightly smarter","No","Ivy Room","Every week","No","4.0","No","Likely"
"2022/04/22 1:15:55 PM AST","Male","Asian","2024","Social Sciences","Prefer not to answer","Yes, slightly smarter","No","Andrews Commons","Every month","Unsure","3.9-3.99","No","Definitely"
"2022/04/22 1:20:21 PM AST","Male","White","2024","Humanities/Arts","I am agnostic","Yes, slightly smarter","No","Josiah's (Jo's)","Every two months","Unsure","4.0","No","Definitely"
"2022/04/22 1:31:38 PM AST","Female","White","2023","Humanities/Arts","Judaism","No, slightly less smart","No","Andrews Commons","Every two weeks","Yes","4.0","No","Definitely"
"2022/04/22 1:33:07 PM AST","Male","Black","2022","Physical Sciences (including math, CS);Social Sciences","Unsure;Prefer not to answer","Prefer not to answer","Yes","Ivy Room","Every two weeks","Yes","Unsure","No","Definitely"
"2022/04/22 1:39:43 PM AST","Female","White","2022","Physical Sciences (including math, CS);Social Sciences","Christianity","Yes, slightly smarter","No","Andrews Commons","Every month","Yes","3.8-3.89","No","Likely"
"2022/04/22 1:44:11 PM AST","Male","Black;Non-white Hispanic","2023.5","Physical Sciences (including math, CS)","Christianity","No, slightly less smart","No","Sharpe Refectory (Ratty)","Every week","Yes","Prefer not to answer","No","Definitely"
"2022/04/22 1:50:10 PM AST","Male","White","2023","Life Sciences;Physical Sciences (including math, CS)","Judaism;I am agnostic","No, slightly less smart","Yes","Verney-Wooley (V-dub)","Every two weeks","Yes","3.7-3.79","No","Definitely"
"2022/04/22 1:54:12 PM AST","Male","White","2023","Physical Sciences (including math, CS)","Christianity","No, slightly less smart","No","Blue Room","Every two months","Unsure","4.0","No","Unlikely"
"2022/04/22 1:55:58 PM AST","Female","White","2023","Social Sciences","I am atheist","Yes, slightly smarter","No","Ivy Room","Every two weeks","No","4.0","No","Likely"
"2022/04/22 1:58:37 PM AST","Male","Non-white Hispanic","2023","Life Sciences;Social Sciences","Christianity","Yes, slightly smarter","No","Verney-Wooley (V-dub)","Every two weeks","Yes","3.9-3.99","Unsure","Definitely"
"2022/04/22 1:59:16 PM AST","Male","White","2023","Physical Sciences (including math, CS)","I am agnostic;I am atheist","Yes, slightly smarter","No","Sharpe Refectory (Ratty)","Every month","No","3.7-3.79","Unsure","Likely"
"2022/04/22 2:00:08 PM AST","Male","White","2023.5","Physical Sciences (including math, CS)","Christianity","Yes, slightly smarter","Yes","Sharpe Refectory (Ratty)","Every two weeks","Unsure","3.7-3.79","No","Unlikely"
"2022/04/22 2:02:02 PM AST","Male","White","2023.5","Humanities/Arts","Judaism","Yes, significantly smarter","No","Sharpe Refectory (Ratty)","Every two weeks","Unsure","4.0","Yes","Likely"
"2022/04/22 2:03:55 PM AST","Male","Asian","2023","Physical Sciences (including math, CS)","I am agnostic","Yes, slightly smarter","Yes","Andrews Commons","Every month","No","3.9-3.99","No","Definitely"
"2022/04/22 2:06:45 PM AST","Female","Non-white Hispanic","2023","Humanities/Arts","catholic","No, significantly less smart","Yes","Josiah's (Jo's)","Every two weeks","Yes","3.5-3.59","No","Likely"
"2022/04/22 2:07:43 PM AST","Female","Black","2022","Life Sciences","Christianity","Yes, slightly smarter","No","Andrews Commons","Every month","Yes","3.5-3.59","Yes","Definitely"
"2022/04/22 2:12:20 PM AST","Male","White","2023","Humanities/Arts","Christianity;Judaism","Yes, significantly smarter","Yes","Josiah's (Jo's)","Every two weeks","Yes","3.8-3.89","No","Definitely"
"2022/04/22 2:17:41 PM AST","Female","White","2023.5","Humanities/Arts;Social Sciences","I am atheist","No, slightly less smart","No","Josiah's (Jo's)","Every month","No","Unsure","No","Likely"
"2022/04/22 2:25:11 PM AST","Male","White","2022","Physical Sciences (including math, CS)","I am agnostic","Yes, significantly smarter","Yes","Unsure","Every month","No","3.9-3.99","No","Unlikely"
"2022/04/22 2:25:48 PM AST","Female","White","2022","Social Sciences","Christianity","Yes, slightly smarter","No","Josiah's (Jo's)","Every two weeks","Yes","3.7-3.79","No","Definitely"
"2022/04/22 2:26:01 PM AST","Male","Asian","2022","Social Sciences","I am agnostic","Yes, slightly smarter","No","Josiah's (Jo's)","Every month","Unsure","3.9-3.99","No","Likely"
"2022/04/22 2:26:32 PM AST","Female","White","2022","Life Sciences","Christianity","Yes, slightly smarter","No","Andrews Commons","Every month","Unsure","3.9-3.99","No","Likely"
"2022/04/22 2:29:20 PM AST","Male","White","2023","Humanities/Arts;Physical Sciences (including math, CS)","I am atheist","No, slightly less smart","Yes","Blue Room","Every month","No","3.8-3.89","Unsure","Unlikely"
"2022/04/22 2:31:31 PM AST","Male","White","2022","Social Sciences","Christianity","Yes, significantly smarter","Unsure","Sharpe Refectory (Ratty)","Every week","Yes","3.8-3.89","Yes","Unlikely"
"2022/04/22 2:31:31 PM AST","Male","Asian","2022","Physical Sciences (including math, CS)","Christianity","Yes, slightly smarter","No","Barus and Holley Cafe","Every two weeks","Yes","3.7-3.79","Yes","Unlikely"
"2022/04/22 2:38:05 PM AST","Male","White","2023.5","Physical Sciences (including math, CS)","Judaism","No, slightly less smart","Yes","Verney-Wooley (V-dub)","Every two weeks","No","3.6-3.69","No","Unlikely"
"2022/04/22 2:38:11 PM AST","Female","White","2022","Physical Sciences (including math, CS)","Judaism","No, slightly less smart","Yes","Sharpe Refectory (Ratty)","Every two months","Unsure","3.6-3.69","No","Likely"
"2022/04/22 2:45:35 PM AST","Male","White","2022","Prefer not to answer","I am atheist","Yes, significantly smarter","No","Unsure","Less than every two months","No","3.6-3.69","No","Definitely"
"2022/04/22 2:45:45 PM AST","Male","Asian","2023","Physical Sciences (including math, CS)","I am agnostic","Yes, slightly smarter","Yes","Unsure","Every month","Unsure","4.0","No","Likely"
"2022/04/22 2:45:47 PM AST","Female","biracial","2022","Humanities/Arts","I am agnostic","Prefer not to answer","No","Sharpe Refectory (Ratty)","Every two months","Unsure","3.7-3.79","No","Definitely"
"2022/04/22 2:49:33 PM AST","Female","Asian","2023","Physical Sciences (including math, CS)","Hinduism;I am agnostic","Prefer not to answer","Yes","Blue Room","Every month","Yes","3.6-3.69","No","Definitely"
"2022/04/22 2:51:06 PM AST","Female","Asian","2023","Physical Sciences (including math, CS);Social Sciences","Christianity","Yes, slightly smarter","No","Josiah's (Jo's)","Every month","Yes","4.0","Unsure","Unlikely"
"2022/04/22 2:52:22 PM AST","Female","Asian","2022","Physical Sciences (including math, CS)","Unsure","No, slightly less smart","Yes","Sharpe Refectory (Ratty)","Every two weeks","No","3.5-3.59","No","Definitely"
"2022/04/22 2:52:56 PM AST","Female","White","2022.5","Physical Sciences (including math, CS)","I am agnostic","No, slightly less smart","No","Andrews Commons","Every week","No","4.0","No","Definitely"
"2022/04/22 2:54:41 PM AST","Male","White","2022","Humanities/Arts;Physical Sciences (including math, CS);Social Sciences","I am agnostic","Prefer not to answer","Yes","Barus and Holley Cafe","Every week","No","3.8-3.89","Prefer not to answer","Likely"
"2022/04/22 2:55:23 PM AST","Female","Asian","2023","Physical Sciences (including math, CS)","I am agnostic","No, slightly less smart","Yes","Josiah's (Jo's)","Every two weeks","Unsure","3.9-3.99","No","Likely"
"2022/04/22 2:58:09 PM AST","Male","Asian","2022","Physical Sciences (including math, CS)","I am agnostic","No, slightly less smart","Yes","Andrews Commons","Every two weeks","Unsure","3.25-3.49","No","Likely"
"2022/04/22 2:59:21 PM AST","Male","Asian","2024","Life Sciences","Hinduism","No, slightly less smart","No","Andrews Commons","Never","Yes","3.5-3.59","Yes","Likely"
"2022/04/22 2:59:26 PM AST","Female","White","2023","Physical Sciences (including math, CS)","I am atheist","No, significantly less smart","No","Blue Room","Every two weeks","No","4.0","No","Definitely"
"2022/04/22 3:02:39 PM AST","Female","White","2023","Humanities/Arts;Social Sciences","I am agnostic","No, slightly less smart","No","Andrews Commons","Every two weeks","Unsure","3.9-3.99","No","Likely"
"2022/04/22 3:06:18 PM AST","Male","Asian","2022","Social Sciences","Prefer not to answer","Prefer not to answer","Yes","Verney-Wooley (V-dub)","Every two weeks","Yes","3.9-3.99","Unsure","Prefer not to answer"
"2022/04/22 3:08:08 PM AST","Female","White","2024","Social Sciences","I am agnostic","No, slightly less smart","Yes","Sharpe Refectory (Ratty)","Every month","Unsure","4.0","No","Likely"
"2022/04/22 3:12:44 PM AST","Female","White","2023","Life Sciences","Christianity","No, slightly less smart","Yes","Andrews Commons","Every two weeks","Unsure","3.7-3.79","No","Definitely"
"2022/04/22 3:14:43 PM AST","Male","White","2023.5","Humanities/Arts;Social Sciences","Judaism","No, slightly less smart","Yes","Sharpe Refectory (Ratty)","Every two months","Yes","3.6-3.69","No","Likely"
"2022/04/22 3:16:13 PM AST","Male","White","2022","Physical Sciences (including math, CS)","I am agnostic","Yes, slightly smarter","No","Andrews Commons","Every month","No","4.0","No","Likely"
"2022/04/22 3:37:41 PM AST","Male","White","2023","Physical Sciences (including math, CS);Social Sciences","Christianity","Prefer not to answer","No","Blue Room","Every two weeks","Yes","4.0","No","Unlikely"
"2022/04/22 3:46:02 PM AST","Female","American Indian/Alaska Native","2022","Physical Sciences (including math, CS)","Christianity","No, slightly less smart","No","Andrews Commons","Every month","Yes","3.8-3.89","Yes","Unlikely"
"2022/04/22 3:52:18 PM AST","Female","Black;White","2022","Humanities/Arts","Christianity","No, slightly less smart","Yes","Sharpe Refectory (Ratty)","Less than every two months","Yes","3.9-3.99","No","Definitely"
"2022/04/22 4:04:43 PM AST","Male","White","2023.5","Life Sciences","Christianity","No, slightly less smart","Yes","Unsure","Never","Yes","3.9-3.99","No","Definitely"
"2022/04/22 4:11:22 PM AST","Non-binary","Asian;White","2023","Social Sciences","I am atheist","Yes, slightly smarter","No","Josiah's (Jo's)","Every month","No","Unsure","No","Likely"
