Timestamp,What gender do you identify with?,What race do you identify with?,Did you apply to Brown a domestic or international applicant?,What graduation class are you?,What type of financial aid do you receive from Brown?,What is your intended concentration? ,"If you've declared a second concentration, what is it?",Should Brown require applicants to submit a standardized test score (ACT/SAT)?,Do you believe that Brown should maintain preferential admissions for children of alumni?,Have you ever checked out a physical book from a Brown library?,What do you call the dorms located on Vartan Gregorian Quad?,Which Covid-19 restrictions do you think should be in place right now?, [CW: The following question refers to sexual activity] When was the last time you had sex?,[CW: The following question refers to drug use] Which of the following drugs have you used recreationally in the past six months?,"If economic sanctions do not stop Russian military actions in Ukraine, would you favor or oppose the US taking military action to stop them?"
2022/03/03 5:10:13 PM AST,Female,Black;White,Domestic,2023,Grants covering all costs,IAPA,Sociology,No,No,Yes,New Dorm,Unsure,Less than six months ago,Alcohol,Unsure
2022/03/03 5:10:52 PM AST,Male,White,Unsure,2023,Grants covering some costs,cs,philosophy,Unsure,No,Yes,New Dorm,None of the above,Less than one week ago,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/03 5:11:45 PM AST,Male,Black;multiracial,Domestic,2024,Grants covering some costs,anthropology,,No,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol;Cocaine;Marijuana,Oppose
2022/03/03 5:12:33 PM AST,Male,White,Domestic,2024,None,Neuroscience,,Yes,No,No,Greg,None of the above,Unsure,Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/03 5:13:15 PM AST,Female,White,Domestic,2024,None,Biomedical Engineering,,Yes,No,No,Greg,None of the above,Less than one week ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/03 5:18:28 PM AST,Female,White,Domestic,2024,None,Urban studies,Environmental studies,No,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/03 5:19:43 PM AST,Male,Black,Domestic,2025,None,Classics,,No,No,Yes,Prefer not to answer,Required masking in class,I’ve never had sex,Alcohol;Marijuana,Unsure
2022/03/03 5:22:36 PM AST,Male,White,Domestic,2025,Grants covering some costs,CS-Econ,,No,Yes,No,Unsure,None of the above,I’ve never had sex,Alcohol;Marijuana,Oppose
2022/03/03 5:22:54 PM AST,Male,White,Domestic,2025,None,urban studies,,Yes,No,Yes,Greg,Mandatory Covid-19 testing,Less than six months ago,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/03 5:24:30 PM AST,Female,Asian;White,Domestic,2025,None,biology,,Unsure,Yes,No,Greg,None of the above,Less than one week ago,Alcohol,Unsure
2022/03/03 5:30:32 PM AST,Female,White,Domestic,2025,None,psychology,,No,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol,Unsure
2022/03/03 5:34:15 PM AST,Male,White,Domestic,2025,None,Undecided,,Unsure,Unsure,No,Greg,Required masking in class,I’ve never had sex,Alcohol,Favor
2022/03/03 5:36:35 PM AST,Male,White,Domestic,2024,Grants covering some costs,Environmental Studies,English,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,Alcohol,Unsure
2022/03/03 5:37:37 PM AST,Male,Black,Domestic,2024,Grants covering some costs,English,,No,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,Less than six months ago,Marijuana,Oppose
2022/03/03 5:38:39 PM AST,Male,White,Domestic,2023,Grants covering some costs,History,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than one month ago,Alcohol,Oppose
2022/03/03 5:38:42 PM AST,Female,White,Domestic,2022,None,Economics,,Yes,Yes,Yes,New Dorm,None of the above,Less than one month ago,Alcohol;Cocaine;Nicotine,Oppose
2022/03/03 5:41:10 PM AST,Male,White,Domestic,2025,Grants covering some costs,Geochemistry ,,No,Yes,Yes,Greg,Mandatory Covid-19 testing,Less than one month ago,Alcohol;Marijuana,Unsure
2022/03/03 5:43:12 PM AST,Female,Black;White,Domestic,2025,None,Neuroscience,Philosophy,No,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/03 5:44:41 PM AST,Male,Asian,Domestic,2023,Grants covering some costs,Neuroscience,,No,Unsure,No,New Dorm,Required masking in class;Mandatory Covid-19 testing,More than six months ago,Alcohol,Unsure
2022/03/03 5:46:01 PM AST,Male,Asian,Domestic,2022,None,philosophy ,psychology,Unsure,No,No,New Dorm,Required masking in class,Less than one month ago,Alcohol,Unsure
2022/03/03 5:50:05 PM AST,Male,White,International,2025,Grants covering all costs,cs,iapa,No,No,Yes,Greg,Unsure,Less than one week ago,Alcohol;Marijuana;Nicotine,Favor
2022/03/03 5:51:03 PM AST,Female,White,Domestic,2025,None,unsure,,No,No,No,Unsure,Required masking in class,I’ve never had sex,Marijuana,Oppose
2022/03/03 5:52:13 PM AST,Female,White,Domestic,2022,None,cognitive science,,Unsure,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol,Unsure
2022/03/03 5:53:16 PM AST,Male,White,Domestic,2022,Grants covering some costs,Engineering,,Yes,No,Yes,New Dorm,None of the above,Less than six months ago,Alcohol,Favor
2022/03/03 5:54:40 PM AST,Male,White,Domestic,2024,None,MCM,,No,No,Yes,New Dorm,Mandatory Covid-19 testing,Less than one month ago,Alcohol;Marijuana,Oppose
2022/03/03 5:54:55 PM AST,Female,White,Domestic,2024,None,Neuroscience,,No,No,No,Greg,Required masking in class,Less than one week ago,Alcohol,Favor
2022/03/04 10:48:57 AM AST,Male,White,Unsure,2022,Grants covering some costs,Computer Science,,No,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one month ago,Alcohol,Unsure
2022/03/04 11:19:47 AM AST,Female,White,Domestic,2022,None,Computer Science,,Unsure,No,Yes,New Dorm,None of the above,Less than one month ago,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Unsure
2022/03/04 11:41:05 AM AST,Male,Chinese,International,2022,None,History,,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",More than six months ago,Alcohol,Oppose
2022/03/04 11:50:14 AM AST,Female,White,Domestic,2022,Grants covering some costs,Mechanical Engineering ,,Yes,Unsure,No,Greg,Mandatory Covid-19 testing,Less than one month ago,Alcohol,Unsure
2022/03/04 11:55:16 AM AST,Female,White,Domestic,2022,None,Education,,No,Unsure,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than six months ago,Alcohol;Marijuana,Unsure
2022/03/04 11:59:16 AM AST,Male,White;Hispanic,Domestic,2022,Grants covering all costs,IAPA,,No,No,Yes,Greg,Unsure,Unsure,Alcohol,Unsure
2022/03/04 12:11:48 PM AST,Female,Asian,Domestic,2022,None,Applied Mathematics-Economics,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,Alcohol;Marijuana,Favor
2022/03/04 12:16:20 PM AST,Female,White,Domestic,2022,None,Economics,,Yes,Unsure,No,New Dorm,Required masking in class;Unsure,Less than one week ago,Alcohol;Cocaine;Marijuana,Unsure
2022/03/04 12:18:04 PM AST,Non-binary,Black,International,2022,Grants covering some costs,Education,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Prefer not to answer,None of the above,Oppose
2022/03/04 12:56:03 PM AST,Female,White,Domestic,2022.5,None,history,,Unsure,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",I’ve never had sex,Alcohol,Unsure
2022/03/04 1:31:42 PM AST,Female,White,Domestic,2022.5,None,bio/public health ,na,No,No,Yes,Unsure,Required masking in class,Less than one week ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/04 1:47:04 PM AST,Male,White,Domestic,2023,None,mathematical physics,Contemplative studies,No,Unsure,Yes,Greg,Required masking in class,Less than one week ago,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/04 1:51:10 PM AST,Male,White,International,2023,None,polsci,econ,No,Yes,Yes,Unsure,None of the above,Less than one month ago,Alcohol;Marijuana,Oppose
2022/03/04 1:55:03 PM AST,Female,White,Domestic,2023,None,Biology,Philosophy,Yes,Unsure,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",I’ve never had sex,Alcohol,Unsure
2022/03/04 1:56:32 PM AST,Female,White,Domestic,2023,None,Business Economics,,Yes,Unsure,No,New Dorm,None of the above,More than six months ago,Alcohol;Marijuana,Unsure
2022/03/04 1:58:37 PM AST,Male,White,Domestic,2023,None,Computer Science,,Yes,No,No,New Dorm,None of the above,Less than one week ago,Prefer not to answer,Oppose
2022/03/04 1:59:38 PM AST,Female,Non-white Hispanic,Domestic,2023.5,Grants covering all costs,IAPA ,,No,No,No,Unsure,Required masking in class;Mandatory Covid-19 testing,Less than six months ago,Alcohol;Marijuana,Favor
2022/03/04 2:14:01 PM AST,Female,Asian,International,2023,None,IAPA ,Comparative Literature,No,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one month ago,Marijuana,Oppose
2022/03/04 2:16:39 PM AST,Female,Black,International,2023,None,Engineering,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol;Nicotine,Prefer not to answer
2022/03/04 2:28:34 PM AST,Female,White,Domestic,2023,None,History,Classics,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Unsure,Alcohol;Marijuana,Unsure
2022/03/04 2:52:55 PM AST,Male,Asian,International,2023,None,political science,,Yes,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one month ago,Alcohol;Marijuana,Oppose
2022/03/04 2:56:01 PM AST,Female,White,Domestic,2023,None,international relations,n/a,Yes,No,Yes,Greg,None of the above,Less than six months ago,Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Nicotine,Oppose
2022/03/04 3:01:46 PM AST,Female,Asian,Domestic,2022,Unsure,CS-Econ,,Yes,No,No,New Dorm,None of the above,Less than one month ago,Alcohol;Inhalants (Poppers/Whip-its);Marijuana;MDMA (Ecstasy/Molly);Nicotine,Favor
2022/03/04 3:08:53 PM AST,Male,Asian,Domestic,2024,None,Sociology ,Music,Unsure,No,No,New Dorm,"Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than six months ago,Alcohol;Marijuana,Oppose
2022/03/04 4:46:43 PM AST,Male,Asian,Domestic,2022,None,International Relations,Economics,Yes,No,Yes,New Dorm,None of the above,Prefer not to answer,None of the above,Oppose
2022/03/04 4:47:35 PM AST,Male,Asian,International,2022.5,Grants covering all costs,Environmental Science,Economics,No,Unsure,Yes,Unsure,None of the above,Prefer not to answer,None of the above,Oppose
2022/03/04 4:56:00 PM AST,Male,Asian;White,Domestic,2022,None,East Asian Studies,Applied Math (AB),No,No,Yes,New Dorm,Required masking in class,Less than one month ago,Alcohol,Unsure
2022/03/04 4:57:42 PM AST,Male,Asian,Domestic,2022,None,computer science-econ,applied math,Yes,No,No,New Dorm,None of the above,Prefer not to answer,Prefer not to answer,Favor
2022/03/04 4:57:55 PM AST,Male,White,Domestic,2022,Grants covering some costs,Engineering and Physics,,Yes,No,Yes,New Dorm,Required masking in class,Less than one week ago,Alcohol;Marijuana,Favor
2022/03/04 4:58:47 PM AST,Male,Asian,Domestic,2022,Grants covering some costs,APMA-CS,,No,No,No,New Dorm,Required masking in class;Mandatory Covid-19 testing,Prefer not to answer,Alcohol;Marijuana,Favor
2022/03/04 4:59:47 PM AST,Male,White,Domestic,2022,Grants covering some costs,Biochem,IAPA- development track!,Yes,Unsure,Unsure,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol;LSD (Acid);Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Favor
2022/03/04 5:00:22 PM AST,Male,White,Domestic,2022,Grants covering some costs,Biomedical Engineering,,Unsure,No,No,New Dorm,Required masking in class,Unsure,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Favor
2022/03/04 5:02:40 PM AST,Female,White,Domestic,2022,Grants covering some costs,Biology,,Unsure,Unsure,No,New Dorm,Required masking in class,Less than one month ago,Alcohol;Marijuana,Favor
2022/03/03 12:38:24 PM AST,Male,Black;White,Domestic,2023,None,Neuroscience,,No,No,No,I call it New Dorm but I like Greg better tbh,Required masking in class,I’ve never had sex,Alcohol;Marijuana,Unsure
2022/03/03 12:39:49 PM AST,Female,Asian,Domestic,2024,None,IAPA,,Unsure,No,Yes,Greg,Required masking in class,Less than one week ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/03 12:43:19 PM AST,Female,Asian;White,Domestic,2023,Grants covering some costs,Cognitive Neuroscience,,No,Unsure,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,None of the above,Unsure
2022/03/03 12:43:56 PM AST,Female,Asian;White,Domestic,2023,None,Political Science,,Yes,Yes,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Marijuana;Nicotine,Oppose
2022/03/03 12:45:53 PM AST,Male,White,Domestic,2024,None,Mathematics - Computer Science,,Yes,No,No,Greg,None of the above,Less than six months ago,Alcohol;Marijuana,Unsure
2022/03/03 12:46:42 PM AST,Male,Non-white Hispanic,Domestic,2024,Grants covering some costs,Biology,Visual Arts,Yes,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,None of the above,Unsure
2022/03/03 12:48:18 PM AST,Female,White,Domestic,2025,Grants covering some costs,biology/medical Anthropology,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol,Favor
2022/03/03 12:49:26 PM AST,Female,Black,Domestic,2024,Grants covering some costs,Public Health,History,Yes,Yes,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Prefer not to answer,None of the above,Oppose
2022/03/03 12:50:46 PM AST,Female,Asian,Domestic,2025,None,anthropology,,Yes,Unsure,Yes,Greg,None of the above,I’ve never had sex,None of the above,Unsure
2022/03/03 12:54:37 PM AST,Female,Asian,International,2022,None,Psychology,Economics,Yes,No,Yes,New Dorm,None of the above,Less than six months ago,Alcohol,Unsure
2022/03/03 12:55:17 PM AST,Non-binary,Asian;American Indian/Alaska Native;White,Domestic,2025,None,Undecided,,No,No,No,Unsure,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/03 12:56:05 PM AST,Male,White,Domestic,2024,None,Public Health,n/a,Yes,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana;Nicotine,Oppose
2022/03/03 12:57:37 PM AST,Male,Asian;Black,Domestic,2024,None,Computer Science,none,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than six months ago,Alcohol,Unsure
2022/03/03 1:04:38 PM AST,Female,Asian,International,2024,None,Comparative Literature,,No,Unsure,No,Greg,"Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Prefer not to answer,None of the above,Unsure
2022/03/03 1:08:25 PM AST,Female,Black,Domestic,2025,Grants covering all costs,Public health,health and human biology,No,No,No,Unsure,Required masking in class;Mandatory Covid-19 testing,Prefer not to answer,Prefer not to answer,Prefer not to answer
2022/03/03 1:11:00 PM AST,Male,White,International,2025,Grants covering all costs,CS,,Unsure,Yes,No,Unsure,Required masking in class;Mandatory Covid-19 testing,Less than six months ago,Alcohol,Unsure
2022/03/03 1:12:50 PM AST,Male,Non-white Hispanic,Domestic,2022,Grants covering some costs,computer science,,Yes,Yes,No,New Dorm,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Unsure
2022/03/03 1:15:11 PM AST,Male,White,Domestic,2025.5,Grants covering all costs,biology,n/a,No,No,No,Unsure,None of the above,Less than one month ago,Alcohol;Cocaine;LSD (Acid);MDMA (Ecstasy/Molly),Favor
2022/03/03 1:22:15 PM AST,Male,White,Domestic,2025,None,computational bio,,Yes,Unsure,No,Greg,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,None of the above,Unsure
2022/03/03 1:24:13 PM AST,Male,White,International,2024,Grants covering all costs,applied math bio,education,No,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",More than six months ago,Alcohol;Marijuana;Nicotine,Oppose
2022/03/03 1:28:06 PM AST,Female,White,Domestic,2023,Grants covering some costs,Health and Human Biology,n/a,Unsure,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,None of the above,Oppose
2022/03/03 1:29:32 PM AST,Non-binary,Black,Domestic,2024,None,Gender and Sexuality Studies,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/03 1:31:56 PM AST,Male,Non-white Hispanic,Domestic,2025,None,Biology,Music,No,No,No,New Dorm,None of the above,Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/03 1:35:51 PM AST,Male,White,Domestic,2023.5,None,Political Science,,Yes,Yes,No,Unsure,None of the above,Less than one month ago,Alcohol,Unsure
2022/03/03 1:37:35 PM AST,Female,White,Domestic,2024,None,computer science ,,Yes,Unsure,No,Greg,None of the above,I’ve never had sex,None of the above,Unsure
2022/03/03 1:38:39 PM AST,Male,White,Domestic,2024,Grants covering some costs,Business Economics,,Yes,Yes,No,Greg,None of the above,Less than one week ago,Alcohol,Favor
2022/03/03 1:45:50 PM AST,Female,White,Domestic,2022.5,Grants covering some costs,environmental science,,No,No,Yes,New Dorm,Required masking in class,Less than one week ago,Alcohol;LSD (Acid);Marijuana;Psilocybin (Psychedelic mushrooms),Unsure
2022/03/03 1:48:39 PM AST,Male,Asian;White,Domestic,2023,None,CS-Econ and Biology,CS-Econ and Biology,Unsure,Unsure,Yes,New Dorm,Mandatory Covid-19 testing,Less than one week ago,Alcohol,Oppose
2022/03/03 1:51:11 PM AST,Female,Asian,Domestic,2025,Grants covering some costs,Biomedical engineering,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",More than six months ago,None of the above,Unsure
2022/03/03 1:53:09 PM AST,Male,White,Domestic,2022,Grants covering some costs,Mathematical Physics (ScB),Computer Science (AB),No,No,Yes,New Dorm,Mandatory Covid-19 testing,I’ve never had sex,Alcohol,Unsure
2022/03/03 1:53:58 PM AST,Male,Asian,Domestic,2024,Grants covering some costs,Computer Science,Economics,No,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,More than six months ago,Alcohol;Marijuana,Unsure
2022/03/03 1:55:49 PM AST,Male,White,Domestic,2024,None,philosophy,,Yes,No,Yes,Greg,None of the above,Less than one week ago,Alcohol;Marijuana,Oppose
2022/03/03 1:56:04 PM AST,Female,Asian,Domestic,2024,None,applied math - computer science,,Unsure,No,No,Greg,Required masking in class,Less than one month ago,Alcohol,Favor
2022/03/03 1:58:00 PM AST,Female,White,Domestic,2023,Grants covering some costs,Ecology and Evolutionary Biology,,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,Alcohol;Marijuana,Oppose
2022/03/03 1:59:39 PM AST,Female,Asian,Domestic,2024,None,IAPA,Classics,Unsure,No,No,Greg,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana,Favor
2022/03/03 1:59:41 PM AST,Female,Prefer not to answer,Domestic,2024,None,Political Science ,Economics,Yes,No,No,Greg,None of the above,I’ve never had sex,Alcohol,Unsure
2022/03/03 2:00:58 PM AST,Male,Black,International,2025,None,APMA-Econ,,No,No,Yes,Unsure,"Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Prefer not to answer
2022/03/03 2:03:16 PM AST,Female,Asian,Unsure,2025,None,economics,,Unsure,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Prefer not to answer,Alcohol,Unsure
2022/03/03 2:07:59 PM AST,Male,Asian,Domestic,2023,None,APMA Econ,Biology,No,Unsure,No,New Dorm,"Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than one month ago,Marijuana,Unsure
2022/03/03 2:08:48 PM AST,Non-binary,White,Domestic,2024,Grants covering some costs,physics,,No,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);LSD (Acid);Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Favor
2022/03/03 2:11:18 PM AST,Female,Asian,Domestic,2024,None,biology,economics,No,Yes,No,Greg,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Alcohol,Unsure
2022/03/03 2:12:16 PM AST,Female,American Indian/Alaska Native,Domestic,2024,None,sociology,,No,No,No,Greg,Required masking in class,Less than one month ago,Alcohol,Oppose
2022/03/03 2:12:46 PM AST,Female,White,Domestic,2025,Grants covering some costs,Behavioral Decision Sciences,,Yes,Yes,Yes,Unsure,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Alcohol,Favor
2022/03/03 2:14:17 PM AST,Male,White,Domestic,2025,Prefer not to answer,CS,,Yes,Yes,No,Vartan Gregorian Quad (A/B),Required masking in class;Unsure,Prefer not to answer,None of the above,Prefer not to answer
2022/03/03 2:15:44 PM AST,Female,Asian,Domestic,2023,Grants covering some costs,applied math,,Unsure,Unsure,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Unsure
2022/03/03 2:16:18 PM AST,Male,Asian,Domestic,2023,None,comp bio,apma econ,Yes,No,No,New Dorm,None of the above,Less than one week ago,Unsure,Oppose
2022/03/03 2:16:46 PM AST,Male,White,Domestic,2025,Grants covering all costs,Biochemistry and molecular biology,,Yes,Yes,No,New Dorm,None of the above,I’ve never had sex,Alcohol,Oppose
2022/03/03 2:20:13 PM AST,Female,Asian,Domestic,2022,Grants covering some costs,biomedical engineering,,Yes,Yes,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Favor
2022/03/03 2:21:18 PM AST,Male,South Asian/Indian,International,2025,None,Applied Mathematics-Computer Science,,Unsure,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol,Favor
2022/03/03 2:21:46 PM AST,Female,White,Domestic,2023,Grants covering some costs,Public Health ,,No,Unsure,No,New Dorm,None of the above,Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/03 2:23:07 PM AST,Male,White,Domestic,2022,Grants covering all costs,Independent Concentration,,Yes,No,No,Unsure,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana,Oppose
2022/03/03 2:28:07 PM AST,Male,White,Domestic,2025,None,Literary Arts,,No,No,No,New Dorm,Required masking in class,Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/03 2:29:38 PM AST,Male,Asian,Domestic,2025,Grants covering some costs,Computer Science,,Unsure,Unsure,No,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one month ago,None of the above,Unsure
2022/03/03 2:31:51 PM AST,Male,Asian,Domestic,2024,Grants covering some costs,cs,engn,No,Unsure,No,Greg,Required masking in class,Unsure,None of the above,Oppose
2022/03/03 2:32:31 PM AST,Female,Asian,Domestic,2025,Grants covering some costs,Undecided,,No,Unsure,No,"Greg or New Dorm but mostly ""Jos""",Required masking in class,Less than six months ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/03 2:35:27 PM AST,Non-binary,Black;Native Hawaiian/Pacific Islander,International,2022.5,Grants covering all costs,-,Education Studies,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;LSD (Acid);Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/03 2:39:31 PM AST,Female,White,Domestic,2025,Grants covering all costs,biology,,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Prefer not to answer,Alcohol,Favor
2022/03/03 2:44:12 PM AST,Male,Non-white Hispanic;White,Domestic,2025,Grants covering some costs,International and Public Affairs,,Unsure,No,No,New Dorm,Prefer not to answer,More than six months ago,Alcohol;Marijuana,Oppose
2022/03/03 2:48:51 PM AST,Female,White,Domestic,2025,Grants covering some costs,Architecture,French,No,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Prefer not to answer,Alcohol,Unsure
2022/03/03 2:49:36 PM AST,Female,White,Domestic,2022.5,None,Biology ScB,,Yes,No,No,New Dorm,Required masking in class,Less than one week ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Nicotine,Oppose
2022/03/03 2:51:12 PM AST,Female,White,Domestic,2024,Grants covering some costs,neuroscience,,Unsure,No,No,Greg,None of the above,Less than one month ago,Alcohol;Marijuana,Unsure
2022/03/03 2:52:14 PM AST,Male,Asian,Domestic,2022,None,Biology,,Yes,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Marijuana;Nicotine,Oppose
2022/03/03 2:53:17 PM AST,Male,White,Domestic,2023,Grants covering some costs,math/cs,,Unsure,Yes,Yes,Greg,Mandatory Covid-19 testing,Less than one week ago,Alcohol,Unsure
2022/03/03 2:56:13 PM AST,Female,Asian,Domestic,2025,None,Neuroscience,,No,No,No,New Dorm,Required masking in class,Less than one month ago,Alcohol,Unsure
2022/03/03 2:56:26 PM AST,Female,White,Domestic,2025,Grants covering some costs,Neuroscience,,No,No,No,Vartan Gregorian Quad (A/B),Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/03 2:59:50 PM AST,Male,Asian,International,2022,None,HHB ,Economics,Yes,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Oppose
2022/03/03 3:00:28 PM AST,Female,White,Domestic,2024,None,Public Health ,,No,No,No,Greg,Mandatory Covid-19 testing,I’ve never had sex,Alcohol,Favor
