"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","How old are you?","How has your political ideology changed since coming to Brown?","What do you think is the median household income in the U.S.?","To what extent do you agree with the following statement: 
Shared religious beliefs are important for a successful romantic relationship.","Do you want to get married?","Do you want to be a stay-at-home parent?","How many siblings do you have?","Check all that apply:","What is the maximum age of a person you would be in a romantic relationship with?","Have you ever been physically intimate with someone in a non-dorm Brown building?","Consider the following hypothetical scenario:
A runaway trolley is headed down a railway track. On its current path, it will run over and kill 5 people. If you pull a lever, you can divert its path to run over and kill 1 person instead.
What do you do?"
"2024/04/10 11:53:20 AM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","18","My political ideology has not changed","55000","Strongly agree","Yes","No","1","I have (a) younger sibling(s)","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 11:54:41 AM AST","2025","Woman","Asian","Humanities/Arts;Life Sciences","20","Unsure","","Strongly disagree","No","I don't plan to be a parent","1","I have (a) younger sibling(s)","","No","Prefer not to answer"
"2024/04/10 11:56:12 AM AST","2025","Man","Asian","Social Sciences (including economics, CLPS)","21","My political ideology has not changed","","Strongly agree","Yes","No","1","I have (a) younger sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 11:56:45 AM AST","2024","Man","White","Physical Sciences (including math, computer science)","23","I have become more conservative","45000","Somewhat agree","Yes","Unsure","1","I have (a) younger sibling(s)","28","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 11:57:07 AM AST","2024","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","21","I have become more conservative","","Somewhat agree","Yes","Yes","2","I have (an) older sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 11:59:10 AM AST","2025","Man","White","Physical Sciences (including math, computer science)","21","My political ideology has not changed","40000","Somewhat agree","Yes","No","0","I have no siblings","22","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 12:00:35 PM AST","2027","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","18","My political ideology has not changed","50000","Somewhat agree","No","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:01:20 PM AST","2025","Woman","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","21","Unsure","60000","Strongly agree","Yes","I don't plan to be a parent","2","I have (a) younger sibling(s)","23","No","Unsure"
"2024/04/10 12:04:01 PM AST","2025","Man","Hispanic or Latino","Humanities/Arts","21","I have become more liberal","40000","Strongly disagree","No","Yes","4","I have (an) older sibling(s);I have (a) younger sibling(s)","25","No","Unsure"
"2024/04/10 12:10:32 PM AST","2025","Woman","Asian","Life Sciences","20","I have become more liberal","50000","Strongly disagree","Yes","No","1","I have (an) older sibling(s)","19","Yes","Unsure"
"2024/04/10 12:13:19 PM AST","2027","Woman","Hispanic or Latino","Physical Sciences (including math, computer science)","19","I have become more liberal","70000","Somewhat agree","Yes","Unsure","2","I have (an) older sibling(s);I have (a) younger sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:15:32 PM AST","2025","Woman","White","Humanities/Arts","21","I have become more liberal","40000","Somewhat disagree","Unsure","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:16:02 PM AST","2027","Man","Asian","Life Sciences","19","I have become more liberal","75000","Somewhat agree","Yes","Yes","2","I have (an) older sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:19:25 PM AST","2026","Woman","White","Physical Sciences (including math, computer science)","20","My political ideology has not changed","60000","Strongly disagree","Yes","No","1","I have (a) younger sibling(s)","25","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 12:19:48 PM AST","2024","Man","Hispanic or Latino;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","21","My political ideology has not changed","45000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:21:31 PM AST","2026","Man","White","Physical Sciences (including math, computer science)","20","I have become more conservative","40000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","22","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 12:27:07 PM AST","2025","Man","White","Social Sciences (including economics, CLPS)","22","I have become more liberal","70000","Strongly disagree","Yes","Yes","0","I have no siblings","19","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:30:47 PM AST","2025","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","21","I have become more liberal","65000","Somewhat agree","Yes","Unsure","1","I have (a) younger sibling(s)","30","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:36:55 PM AST","2024","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","22","I have become more conservative","75000","Somewhat disagree","Yes","Unsure","1","I have (an) older sibling(s)","24","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:36:58 PM AST","2024","Woman","White","Life Sciences","22","I have become more liberal","45000","Somewhat agree","No","No","2","I have (a) younger sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:39:43 PM AST","2025","Man","Asian;White","Physical Sciences (including math, computer science)","21","My political ideology has not changed","40000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","23","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:40:39 PM AST","2024","Man","Asian","Social Sciences (including economics, CLPS)","22","Unsure","","Unsure","Yes","No","1","I have (an) older sibling(s)","27","Yes","Unsure"
"2024/04/10 12:41:19 PM AST","2024.5","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","22","I have become more conservative","80000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","27","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 12:41:52 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","19","My political ideology has not changed","60000","Somewhat agree","Yes","I don't plan to be a parent","1","I have (a) younger sibling(s)","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:42:45 PM AST","2027","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","19","I have become more liberal","75000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","21","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:42:50 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","19","I have become more liberal","60000","Somewhat agree","Yes","Unsure","0","I have no siblings","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:43:58 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","20","My political ideology has not changed","60000","Somewhat disagree","Unsure","I don't plan to be a parent","1","I have (an) older sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:46:52 PM AST","2024","Woman","Middle Eastern or North African;White","Life Sciences;Social Sciences (including economics, CLPS)","22","Unsure","300000","Somewhat agree","Yes","No","3","I have (an) older sibling(s);I have (a) younger sibling(s)","28","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:48:03 PM AST","2025","Woman","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","21","My political ideology has not changed","60000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:50:03 PM AST","2025.5","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","21","I have become more conservative","55000","Somewhat disagree","Yes","Yes","0","I have no siblings","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:50:23 PM AST","2026","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","19","Unsure","60000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","21","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:51:27 PM AST","2025","Woman","Asian","Life Sciences;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","21","I have become more liberal","60000","Somewhat agree","Unsure","No","1","I have (a) younger sibling(s)","22","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 12:52:08 PM AST","2025","Man","Asian","Humanities/Arts;Life Sciences","21","Unsure","80000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","25","No","Unsure"
"2024/04/10 12:52:52 PM AST","2025","Man","White","Social Sciences (including economics, CLPS)","21","My political ideology has not changed","30000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","26","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 12:53:37 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","21","Unsure","","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","24","Prefer not to answer","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:54:26 PM AST","2024","Man","White","Physical Sciences (including math, computer science)","22","I have become more liberal","60000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","27","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:55:05 PM AST","2025","Man","White","Life Sciences","21","I have become more liberal","80000","Strongly disagree","Yes","No","1","I have (a) younger sibling(s)","","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:56:43 PM AST","2024","Man","White","Physical Sciences (including math, computer science)","22","I have become more conservative","71000","Strongly disagree","Yes","No","2","I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:58:09 PM AST","2025","Woman","Hispanic or Latino;White","Social Sciences (including economics, CLPS)","21","My political ideology has not changed","75000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","26","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 12:58:35 PM AST","2024","Woman","White","Humanities/Arts;Life Sciences","21","I have become more liberal","120000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","26","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 12:59:55 PM AST","2026","Questioning","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","25000","Somewhat agree","Unsure","Unsure","1","I have (an) older sibling(s)","21","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:00:38 PM AST","2027","Man","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","","Prefer not to answer","","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 1:01:37 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","34000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:02:09 PM AST","2026","Man","Black","Physical Sciences (including math, computer science)","20","I have become more liberal","54000","Somewhat agree","Yes","Unsure","2","I have (a) younger sibling(s)","30","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:02:45 PM AST","2026","Woman","Asian","Physical Sciences (including math, computer science)","20","My political ideology has not changed","50000","Somewhat disagree","Yes","Unsure","1","I have (an) older sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:03:27 PM AST","2027","Woman","Hispanic or Latino","Life Sciences;Social Sciences (including economics, CLPS)","18","My political ideology has not changed","35000","Unsure","Unsure","No","1","I have (an) older sibling(s)","22","No","Unsure"
"2024/04/10 1:03:44 PM AST","2026","Man","Hispanic or Latino;White","Physical Sciences (including math, computer science)","19","My political ideology has not changed","40000","Somewhat disagree","Unsure","Unsure","2","I have (a) younger sibling(s)","35","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 1:03:55 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","18","My political ideology has not changed","90000","Somewhat agree","Yes","Unsure","1","I have (a) younger sibling(s)","19","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:04:23 PM AST","2024","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","21","I have become more liberal","40000","Somewhat disagree","Unsure","No","3","I have (a) younger sibling(s)","28","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:04:49 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","69000","Somewhat disagree","Yes","No","0","I have no siblings","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:06:27 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","38000","Strongly disagree","Yes","Unsure","1","I have (a) younger sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:06:36 PM AST","2024","Man","White","Social Sciences (including economics, CLPS)","22","I have become more liberal","40000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s)","26","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:11:07 PM AST","2026","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","19","I have become more conservative","50000","Somewhat disagree","Unsure","No","1","I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:11:46 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","220000","Somewhat disagree","Yes","Unsure","1","I have (an) older sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:14:00 PM AST","2026","Woman","Black","Physical Sciences (including math, computer science)","19","My political ideology has not changed","88000","Somewhat agree","Yes","No","2","I have (a) younger sibling(s)","22","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:16:13 PM AST","2024.5","Man","White","Social Sciences (including economics, CLPS)","22","My political ideology has not changed","60000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","28","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:16:16 PM AST","2026","Woman","Asian","Physical Sciences (including math, computer science)","20","I have become more conservative","70000","Strongly agree","Yes","No","1","I have (a) younger sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:18:40 PM AST","2024.5","Man","White","Humanities/Arts","22","My political ideology has not changed","50000","Somewhat agree","Yes","Unsure","2","I have (an) older sibling(s);I have (a) younger sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:19:18 PM AST","2024","Woman","White","Life Sciences","22","My political ideology has not changed","120000","Somewhat agree","Yes","Yes","2","I have (an) older sibling(s)","29","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:21:08 PM AST","2026","Woman","Asian","Life Sciences","20","My political ideology has not changed","70000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:23:43 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","19","I have become more liberal","65000","Somewhat disagree","Yes","No","2","I have (a) younger sibling(s)","22","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:24:57 PM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","20","My political ideology has not changed","1500000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:25:01 PM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","21","I have become more conservative","96000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:27:21 PM AST","2027","Man","Asian","Social Sciences (including economics, CLPS)","19","I have become more liberal","20000","Somewhat disagree","Yes","No","3","I have (an) older sibling(s);I have (a) younger sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:28:23 PM AST","2025","Man","Hispanic or Latino;White","Humanities/Arts","22","Unsure","30000","Unsure","Unsure","No","1","I have (a) younger sibling(s)","28","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:29:51 PM AST","2025","Woman;Non-binary","White","Social Sciences (including economics, CLPS)","20","I have become more liberal","100000","Somewhat agree","Yes","I don't plan to be a parent","1","I have (a) younger sibling(s)","25","Yes","Unsure"
"2024/04/10 1:33:50 PM AST","2026","Woman","Asian","Physical Sciences (including math, computer science)","19","I have become more liberal","150000","Somewhat agree","Yes","No","5+","I have (an) older sibling(s);I have (a) younger sibling(s)","23","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:34:04 PM AST","2026","Woman","Asian;White","Humanities/Arts","20","I have become more liberal","55000","Somewhat disagree","Unsure","No","0","I have no siblings","50","Yes","Unsure"
"2024/04/10 1:36:10 PM AST","2026","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","20","My political ideology has not changed","40000","Somewhat agree","Unsure","Unsure","3","I have (an) older sibling(s)","26","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:37:24 PM AST","2027","Woman;Non-binary","Asian;White","Humanities/Arts","19","My political ideology has not changed","60000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:37:45 PM AST","2026","Non-binary","White","Social Sciences (including economics, CLPS)","19","My political ideology has not changed","55000","Somewhat disagree","Unsure","I don't plan to be a parent","1","I have (an) older sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:39:58 PM AST","2026","Woman","Black","Life Sciences;Social Sciences (including economics, CLPS)","20","My political ideology has not changed","75000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:40:56 PM AST","2027","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","19","My political ideology has not changed","70000","Somewhat disagree","Yes","Unsure","2","I have (an) older sibling(s)","21","No","Unsure"
"2024/04/10 1:41:19 PM AST","2027","Woman;Man;Non-binary","Hispanic or Latino;White","Humanities/Arts;Social Sciences (including economics, CLPS)","18","My political ideology has not changed","96000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","27","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:41:21 PM AST","2027","Man","Black;Hispanic or Latino","Physical Sciences (including math, computer science)","18","I have become more liberal","71000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","20","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:42:21 PM AST","2027","Woman","White","Physical Sciences (including math, computer science)","18","I have become more liberal","70000","Strongly disagree","Yes","Unsure","2","I have (an) older sibling(s)","20","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:44:42 PM AST","2025","Man","White","Life Sciences;Social Sciences (including economics, CLPS)","21","My political ideology has not changed","25000","Somewhat disagree","Yes","Yes","0","I have no siblings","26","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:45:12 PM AST","2024","Man","White","Physical Sciences (including math, computer science)","21","I have become more liberal","50000","Somewhat agree","Yes","No","3","I have (a) younger sibling(s)","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:49:21 PM AST","2024","Man","White","Humanities/Arts","22","I have become more liberal","60000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:51:55 PM AST","2024","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","22","I have become more liberal","100000","Somewhat agree","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","28","No","Unsure"
"2024/04/10 1:52:06 PM AST","2024","Woman","White","Humanities/Arts","22","I have become more liberal","60000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:53:50 PM AST","2027","Woman","Asian","Life Sciences","18","My political ideology has not changed","50000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:56:36 PM AST","2024","Man","White","Social Sciences (including economics, CLPS)","21","I have become more liberal","35000","Strongly agree","Yes","No","2","I have (an) older sibling(s)","25","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 1:57:23 PM AST","2025","Man","Asian;White","Life Sciences;Social Sciences (including economics, CLPS)","21","I have become more liberal","50000","Somewhat agree","Yes","Yes","3","I have (an) older sibling(s);I have (a) younger sibling(s)","24","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 1:58:10 PM AST","2027","Man","Black","Social Sciences (including economics, CLPS)","18","My political ideology has not changed","60000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","22","No","Unsure"
"2024/04/10 2:00:58 PM AST","2024","Woman","Asian","Physical Sciences (including math, computer science)","21","I have become more liberal","80000","Somewhat agree","Yes","Unsure","2","I have (an) older sibling(s)","29","Yes","Unsure"
"2024/04/10 2:01:25 PM AST","2024","Man","White","Social Sciences (including economics, CLPS)","22","I have become more liberal","70000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:01:33 PM AST","2024","Woman","White","Social Sciences (including economics, CLPS)","22","I have become more liberal","50000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:03:25 PM AST","2024","Man","Asian;Black;Native Hawaiian or Pacific Islander;White","Physical Sciences (including math, computer science)","22","My political ideology has not changed","60000","Somewhat disagree","Yes","No","2","I have (a) younger sibling(s)","24","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:04:22 PM AST","2027","Man","Black","Life Sciences","19","Unsure","75000","Strongly agree","Yes","Unsure","2","I have (a) younger sibling(s)","21","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 2:04:47 PM AST","2026","Man","Hispanic or Latino","Humanities/Arts;Physical Sciences (including math, computer science)","20","I have become more liberal","85000","Somewhat disagree","Yes","No","1","I am a twin or triplet","22","Yes","Unsure"
"2024/04/10 2:05:10 PM AST","2027","Man","Black","Life Sciences","19","My political ideology has not changed","64000","Somewhat agree","Yes","Unsure","1","I have (a) younger sibling(s)","22","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:05:48 PM AST","2024","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","23","I have become more liberal","60000","Somewhat agree","Yes","No","2","I have (a) younger sibling(s)","27","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:06:45 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","","My political ideology has not changed","","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","","No","Unsure"
"2024/04/10 2:08:19 PM AST","2024","Man","White","Humanities/Arts","24","My political ideology has not changed","40000","Strongly disagree","Unsure","Unsure","2","I have (an) older sibling(s);I have (a) younger sibling(s)","40","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:09:16 PM AST","2024","Man","Asian;White","Physical Sciences (including math, computer science)","23","I have become more conservative","60000","Somewhat agree","Yes","Unsure","2","I have (an) older sibling(s)","30","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:09:25 PM AST","2024","Woman","Asian","Life Sciences","22","Unsure","50000","Strongly agree","Yes","Unsure","2","I have (an) older sibling(s)","25","Prefer not to answer","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 2:09:27 PM AST","2027","Prefer not to answer","Prefer not to answer","Life Sciences","","My political ideology has not changed","74580","Strongly agree","Yes","Prefer not to answer","0","I have no siblings","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:11:44 PM AST","2024","Man","White","Life Sciences","22","My political ideology has not changed","65000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","26","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:15:10 PM AST","2024","Woman","White","Social Sciences (including economics, CLPS)","22","I have become more liberal","50000","Unsure","Unsure","No","2","I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:16:31 PM AST","2025","Woman","Black;White","Humanities/Arts;Life Sciences","20","My political ideology has not changed","25000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:17:25 PM AST","2025","Woman","White","Physical Sciences (including math, computer science)","21","My political ideology has not changed","","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","25","No","Unsure"
"2024/04/10 2:25:57 PM AST","2024","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","22","I have become more liberal","40000","Somewhat agree","Yes","Unsure","2","I have (an) older sibling(s);I have (a) younger sibling(s)","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:26:14 PM AST","2026","Woman","Asian","Physical Sciences (including math, computer science)","20","I have become more liberal","70000","Somewhat agree","Yes","No","3","I am a twin or triplet;I have (an) older sibling(s);I have (a) younger sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:27:22 PM AST","2024","Woman","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","21","My political ideology has not changed","40000","Somewhat agree","Yes","Yes","1","I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:28:56 PM AST","2027","Woman","White","Physical Sciences (including math, computer science)","18","My political ideology has not changed","100000","Strongly disagree","Yes","No","2","I have (an) older sibling(s)","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:29:13 PM AST","2024","Man","Black","Humanities/Arts","22","I have become more liberal","55000","Somewhat agree","Yes","Unsure","1","I have (a) younger sibling(s)","28","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:31:05 PM AST","2024","Man","Asian","Physical Sciences (including math, computer science)","22","Unsure","60","Somewhat agree","Unsure","No","1","I have (a) younger sibling(s)","30","Yes","Unsure"
"2024/04/10 2:33:03 PM AST","2026","Man","Black","Physical Sciences (including math, computer science)","19","My political ideology has not changed","60000","Strongly agree","Yes","No","5+","I have (an) older sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:33:30 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","50000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","22","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 2:33:32 PM AST","2027","Man","Asian","Life Sciences;Physical Sciences (including math, computer science)","19","My political ideology has not changed","40000","Somewhat agree","Yes","No","3","I have (an) older sibling(s);I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:33:33 PM AST","2024","Man","Black","Humanities/Arts;Life Sciences;Social Sciences (including economics, CLPS)","21","I have become more liberal","30000","Strongly disagree","Unsure","No","1","I have (an) older sibling(s)","31","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:34:15 PM AST","2026","Man","Hispanic or Latino;Native American or Alaska Native","Physical Sciences (including math, computer science)","20","My political ideology has not changed","60000","Unsure","Yes","Yes","2","I have (an) older sibling(s);I have (a) younger sibling(s)","32","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 2:36:28 PM AST","2027","Woman","Asian","Life Sciences","20","My political ideology has not changed","90000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","23","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/10 2:40:06 PM AST","2027","Man","Hispanic or Latino;White","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","18","I have become more conservative","80000","Strongly disagree","Yes","Yes","1","I have (an) older sibling(s)","21","Prefer not to answer","I would pull the lever, diverting the trolley’s path"
"2024/04/10 2:41:44 PM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","","My political ideology has not changed","75000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
