"Timestamp","What is your current graduation year?","How would you describe your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Did you attend a public or private high school?","How has your political ideology changed since coming to Brown?","During the semester, how many hours of sleep do you get per night on average?","Do you think ""cancel culture"" is an effective way to hold people accountable for their actions?","Have you ever used ChatGPT to assist with a class assignment?","Do you support the right to own guns in the United States?","Do you feel like you fit in at Brown?","Have you ever been rejected from a club or student organization at Brown?","Do you think you have better social skills than the average Brown student?","In your experience, were classes at your high school or at Brown more challenging?","Have you ever used a dating app while at Brown?"
"2023/03/02 2:07:14 PM AST","2025","Non-binary","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","I have become more liberal","8","Unsure","No, but I know what ChatGPT is","Yes","No","Prefer not to answer","Yes, significantly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 2:08:44 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","6","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 2:08:51 PM AST","2024","Female","Asian","Social Sciences (including economics, CLPS)","Public","I have become more liberal","7","Unsure","No, but I know what ChatGPT is","No","Yes","Yes","Yes, significantly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 2:09:01 PM AST","2026","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","8","No","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 2:10:24 PM AST","2026","Male","Asian","Life Sciences","Private","My political ideology has not changed","8","Unsure","No, but I know what ChatGPT is","No","Unsure","No","No, significantly worse","Classes at Brown are more challenging","No"
"2023/03/02 2:13:44 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","5","No","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 2:15:07 PM AST","2023","Female","Asian;White","Life Sciences","Public","I have become more liberal","7","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 2:16:29 PM AST","2025","Female","Asian","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","6","No","Yes","No","No","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 2:20:41 PM AST","2023","Female","White","Humanities/Arts","Public","I have become more liberal","7","No","No, but I know what ChatGPT is","No","Yes","No","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/02 2:20:55 PM AST","2025","Female","Middle Eastern or North African","Life Sciences;Physical Sciences (including math, computer science)","Private","My political ideology has not changed","8","Unsure","No, but I know what ChatGPT is","No","Yes","No","Prefer not to answer","Classes at my high school were more challenging","No"
"2023/03/02 2:23:00 PM AST","2025","Male","Asian;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Private","I have become more liberal","6","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/02 2:24:35 PM AST","2023","Female","Prefer not to answer","Social Sciences (including economics, CLPS)","Public","I have become more liberal","6","No","No, and I don't know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 2:25:52 PM AST","2024","Female","Asian","Life Sciences","Private","My political ideology has not changed","8","Unsure","No, but I know what ChatGPT is","Unsure","Yes","No","No, significantly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 2:28:49 PM AST","2023","Male","Hispanic;White","Physical Sciences (including math, computer science)","Private","I have become more liberal","7","Unsure","No, and I don't know what ChatGPT is","Yes","No","Yes","No, significantly worse","Classes at my high school were more challenging","Yes"
"2023/03/02 2:29:36 PM AST","2025","Female","Hispanic;Middle Eastern or North African","Humanities/Arts","Public","I have become more liberal","7","No","No, but I know what ChatGPT is","No","No","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 2:30:02 PM AST","2026","Female","White","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","Unsure","No","Prefer not to answer","Classes at Brown are more challenging","No"
"2023/03/02 2:30:39 PM AST","2024.5","Male","Hispanic;White","Humanities/Arts","Private","I have become more liberal","9","No","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/02 2:32:58 PM AST","2025","Female","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Unsure","Yes","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 2:33:28 PM AST","2026","Female","White","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","8","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 2:34:47 PM AST","2025","Non-binary","White","Humanities/Arts","Public","My political ideology has not changed","8","No","Yes","Yes","Yes","No","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/02 2:35:11 PM AST","2026","Female","Black","Humanities/Arts","Public","My political ideology has not changed","9","No","No, but I know what ChatGPT is","Yes","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 2:36:35 PM AST","2023","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","9","Yes","Yes","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 2:40:30 PM AST","2024","Female","Asian","Life Sciences","Private","I have become more liberal","8","No","No, but I know what ChatGPT is","No","Yes","No","Prefer not to answer","Classes at my high school were more challenging","No"
"2023/03/02 2:43:06 PM AST","2025","Female","Black;Hispanic","Prefer not to answer","Public","I have become more liberal","5","Prefer not to answer","No, and I don't know what ChatGPT is","No","Yes","No","No, slightly worse","Prefer not to answer","Yes"
"2023/03/02 2:44:18 PM AST","2023.5","Male","Asian","Physical Sciences (including math, computer science)","Public","I have become more liberal","7","Yes","Yes","Unsure","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 2:45:25 PM AST","2025","Female","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 2:46:05 PM AST","2024","Female","White","Humanities/Arts","Public","I have become more conservative","9","No","Yes","Yes","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 2:48:21 PM AST","2026","Male","Asian;White","Life Sciences;Physical Sciences (including math, computer science)","Private","My political ideology has not changed","5","No","No, but I know what ChatGPT is","No","Unsure","Yes","No, significantly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 2:49:06 PM AST","2024","Female","Prefer not to answer","Physical Sciences (including math, computer science)","Public","I have become more liberal","7","Unsure","Yes","Unsure","Unsure","Yes","Prefer not to answer","Classes at Brown are more challenging","Yes"
"2023/03/02 2:49:10 PM AST","2024","Male","Asian","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","5","Unsure","Yes","Unsure","Unsure","No","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/02 2:50:01 PM AST","2024","Male","Asian","Physical Sciences (including math, computer science)","Private","I have become more liberal","7","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at my high school were more challenging","No"
"2023/03/02 2:51:23 PM AST","2026","Non-binary","White","Humanities/Arts","Public","My political ideology has not changed","4 or less","Yes","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 2:51:29 PM AST","2026","Female","White","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","8","Yes","No, but I know what ChatGPT is","No","Unsure","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 2:51:32 PM AST","2026","Male","Black;Hispanic","Life Sciences;Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","Yes","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at my high school were more challenging","No"
"2023/03/02 2:53:30 PM AST","2026","Female","Black","Humanities/Arts","Private","I have become more liberal","6","Yes","No, but I know what ChatGPT is","No","Unsure","Yes","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 2:54:32 PM AST","2025","Female","Asian","Humanities/Arts;Life Sciences","Public","My political ideology has not changed","6","No","No, but I know what ChatGPT is","Yes","Yes","No","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/02 2:54:48 PM AST","2024","Female","Asian;South Asian","Humanities/Arts","private but in india","My political ideology has not changed","5","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 2:54:55 PM AST","2025","Male","White","Humanities/Arts;Prefer not to answer","Public","I have become more liberal","8","No","No, but I know what ChatGPT is","Yes","Prefer not to answer","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 2:56:00 PM AST","2024","Male","White","Humanities/Arts","Private","I have become more conservative","7","No","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/02 2:56:15 PM AST","2023.5","Female","Asian;Black","Humanities/Arts","Public","I have become more liberal","6","No","No, but I know what ChatGPT is","No","Unsure","No","Yes, significantly better","Classes at my high school were more challenging","Yes"
"2023/03/02 2:57:12 PM AST","2024","Male","Asian;Middle Eastern or North African;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Public","I have become more conservative","8","No","Yes","Yes","Yes","Yes","Yes, significantly better","Classes at my high school were more challenging","Yes"
"2023/03/02 2:57:31 PM AST","2024","Female","Asian;White","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 2:57:33 PM AST","2023","Female","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Public","I have become more conservative","8","No","Yes","Yes","Yes","Yes","Prefer not to answer","Classes at Brown are more challenging","No"
"2023/03/02 2:57:34 PM AST","2023","Female","Asian","Humanities/Arts","Private","I have become more liberal","8","No","No, but I know what ChatGPT is","No","No","No","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/02 3:00:19 PM AST","2026","Male","Hispanic;Native American or Alaska Native","Humanities/Arts;Life Sciences;Physical Sciences (including math, computer science)","Public","I have become more liberal","6","Yes","No, but I know what ChatGPT is","Unsure","Yes","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 3:00:42 PM AST","2026","Female","Black","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","5","Unsure","No, but I know what ChatGPT is","No","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:01:26 PM AST","2024","Female","Middle Eastern or North African","Humanities/Arts;Life Sciences","Public","I have become more liberal","7","No","Yes","Unsure","Yes","Yes","Yes, significantly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 3:02:54 PM AST","2024","Male","Asian;White","Life Sciences","Public","I have become more liberal","7","Yes","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 3:03:56 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Yes","No, but I know what ChatGPT is","Yes","Unsure","No","No, significantly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:04:16 PM AST","2023","Female","Asian","Life Sciences","Public","I have become more liberal","7","No","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/02 3:04:35 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","No","Yes","No","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:07:54 PM AST","2023","Male","White","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","6","No","No, but I know what ChatGPT is","Yes","Unsure","No","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/02 3:10:27 PM AST","2024","Non-binary","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","Prefer not to answer","7","Yes","Yes","Yes","Yes","Yes","Prefer not to answer","Classes at my high school were more challenging","Yes"
"2023/03/02 3:10:44 PM AST","2024","Male","Black","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","Unsure","Prefer not to answer","Unsure","Unsure","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 3:12:54 PM AST","2025","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","No","Yes","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/02 3:13:08 PM AST","2023","Male","White","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","Yes","Yes, significantly better","Classes at my high school were more challenging","Yes"
"2023/03/02 3:15:29 PM AST","2026","Female","Hispanic","Life Sciences","Public","My political ideology has not changed","6","Unsure","Yes","No","Unsure","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 3:16:44 PM AST","2024","Female","Asian","Humanities/Arts;Life Sciences","Public","I have become more liberal","8","No","Yes","No","Yes","No","Yes, significantly better","Classes at my high school were more challenging","Yes"
"2023/03/02 3:16:59 PM AST","2026","Male","Asian","Life Sciences","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Yes","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 3:18:39 PM AST","2026","Female","Asian","Social Sciences (including economics, CLPS)","Private","I have become more liberal","7","No","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/02 3:19:03 PM AST","2026","Male","White","Humanities/Arts;Physical Sciences (including math, computer science)","Private","My political ideology has not changed","8","No","No, but I know what ChatGPT is","Unsure","Yes","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 3:22:20 PM AST","2025","Male","Asian","Life Sciences","Private","I have become more liberal","7","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 3:22:27 PM AST","2026","Female","Asian","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","6","No","No, but I know what ChatGPT is","No","Unsure","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 3:24:08 PM AST","2024","Female","White","Social Sciences (including economics, CLPS)","Private","I have become more liberal","8","Unsure","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 3:24:13 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","8","No","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:24:37 PM AST","2023.5","Female","Black","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","8","No","No, and I don't know what ChatGPT is","Yes","Unsure","Yes","Prefer not to answer","Classes at Brown are more challenging","No"
"2023/03/02 3:25:40 PM AST","2025","Female","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","I have become more liberal","6","No","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at my high school were more challenging","Yes"
"2023/03/02 3:26:54 PM AST","2023.5","Female","Asian","Physical Sciences (including math, computer science)","Public","I have become more liberal","5","No","No, but I know what ChatGPT is","No","Unsure","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:30:39 PM AST","2025","Male","White","Life Sciences","Private","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","Unsure","Yes","No","No, slightly worse","Classes at Brown are more challenging","Yes"
"2023/03/02 3:31:05 PM AST","2024","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","Prefer not to answer","9","No","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 3:31:07 PM AST","2023","Male","Asian","Humanities/Arts","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","No","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 3:32:31 PM AST","2026","Male","Hispanic;White","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","10","No","Yes","Yes","Yes","No","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/02 3:33:08 PM AST","2025","Male","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","Yes","Yes","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 3:40:15 PM AST","2026","Male","Black","Humanities/Arts;Life Sciences","Charter School","My political ideology has not changed","6","Unsure","Yes","Yes","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 3:40:21 PM AST","2025","Male","Black;Middle Eastern or North African","Physical Sciences (including math, computer science)","Private","Prefer not to answer","7","No","No, but I know what ChatGPT is","Unsure","Unsure","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:42:29 PM AST","2025","Male","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","8","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 3:44:17 PM AST","2025","Male","Asian","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","8","No","Yes","No","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:44:59 PM AST","2025","Male","Asian","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","8","No","Yes","No","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:46:17 PM AST","2024","Female","Asian;White","Humanities/Arts","Public","My political ideology has not changed","8","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/02 3:47:23 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","Public","I have become more liberal","7","No","Yes","Yes","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:49:07 PM AST","2025","Female","Asian","Life Sciences","Private","I have become more liberal","9","Unsure","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 3:51:19 PM AST","2025","Female","Black","Humanities/Arts;Social Sciences (including economics, CLPS)","Attended high school with different education system","My political ideology has not changed","6","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Prefer not to answer","Classes at my high school were more challenging","No"
"2023/03/02 3:53:07 PM AST","2026","Female","Asian","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","6","No","No, but I know what ChatGPT is","Yes","Yes","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 3:53:32 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","Private","I have become more liberal","7","Unsure","No, but I know what ChatGPT is","Unsure","Unsure","No","Yes, significantly better","Classes at Brown are more challenging","No"
"2023/03/02 3:54:53 PM AST","2024","Male","Asian","Life Sciences;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Unsure","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 3:55:08 PM AST","2026","Male","Middle Eastern or North African","Humanities/Arts","Private","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 3:55:41 PM AST","2026","Male","White","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","6","No","No, but I know what ChatGPT is","Yes","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 3:57:47 PM AST","2024","Prefer not to answer","Hispanic","Humanities/Arts;Physical Sciences (including math, computer science)","Public","I have become more conservative","8","No","Yes","Yes","No","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 3:59:06 PM AST","2024","Male","White","Social Sciences (including economics, CLPS)","Public","I have become more liberal","5","Unsure","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 3:59:55 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Public","Prefer not to answer","5","Unsure","Prefer not to answer","No","Yes","Yes","Yes, significantly better","Classes at Brown are more challenging","No"
"2023/03/02 4:01:29 PM AST","2026","Female","Asian;White","Life Sciences","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 4:02:45 PM AST","2025","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","No","No, and I don't know what ChatGPT is","No","Yes","Yes","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/02 4:02:57 PM AST","2024","Female","White","Social Sciences (including economics, CLPS)","Public","I have become more liberal","6","Unsure","No, and I don't know what ChatGPT is","No","Yes","No","Yes, significantly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 4:04:38 PM AST","2023","Non-binary","White","Humanities/Arts","Public","I have become more liberal","8","No","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","Yes"
"2023/03/02 4:08:41 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","8","No","Yes","No","Yes","No","Yes, slightly better","Classes at my high school were more challenging","No"
"2023/03/02 4:10:05 PM AST","2024","Female","White","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","6","No","No, but I know what ChatGPT is","No","Yes","Yes","Yes, significantly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 4:11:18 PM AST","2025","Female","Asian","Life Sciences","Public","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","No","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 4:13:10 PM AST","2025","Female","Asian;White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 4:13:57 PM AST","2023.5","Female","Asian","Physical Sciences (including math, computer science)","Private","I have become more liberal","6","Prefer not to answer","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 4:14:46 PM AST","2026","Female","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","8","No","No, but I know what ChatGPT is","Yes","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 4:15:56 PM AST","2024","Female","White","Humanities/Arts","Public","I have become more liberal","8","Unsure","Yes","No","No","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 4:17:26 PM AST","2023","Female","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","I have become more liberal","7","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 4:18:17 PM AST","2026","Female","Hispanic;White","Life Sciences","Private","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 4:21:37 PM AST","2023","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Yes","Unsure","Yes","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 4:24:52 PM AST","2026","Male","Asian;Black","Physical Sciences (including math, computer science)","Homeschool","I have become more liberal","6","No","Yes","Yes","Yes","No","No, slightly worse","Classes at Brown are more challenging","Yes"
"2023/03/02 4:26:53 PM AST","2024","Male","Hispanic;White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 4:26:55 PM AST","2024","Female","Asian","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/02 4:29:57 PM AST","2026","Male","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","6","No","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 4:30:49 PM AST","2023","Female","Black","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","6","No","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/02 4:30:52 PM AST","2023","Female","Black","Humanities/Arts","Public","My political ideology has not changed","10","No","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/02 4:31:22 PM AST","2024","Female","White","Social Sciences (including economics, CLPS)","Public","I have become more liberal","6","Unsure","No, but I know what ChatGPT is","No","Yes","No","No, slightly worse","Classes at my high school were more challenging","Yes"
"2023/03/02 4:33:03 PM AST","2025","Male","White","Humanities/Arts;Physical Sciences (including math, computer science)","Public","I have become more liberal","9","No","No, but I know what ChatGPT is","Yes","Unsure","No","No, slightly worse","Classes at my high school were more challenging","Yes"
"2023/03/02 4:33:08 PM AST","2025","Female","White","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","Unsure","Yes","Unsure","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 4:35:46 PM AST","2023.5","Questioning","Black;Hispanic;Middle Eastern or North African;Native American or Alaska Native","Humanities/Arts","Public","Prefer not to answer","5","No","No, but I know what ChatGPT is","Yes","Unsure","Yes","No, significantly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 4:37:36 PM AST","2024.5","Male","Asian;Hispanic;White","Humanities/Arts","Private","I have become more liberal","6","No","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at my high school were more challenging","No"
"2023/03/02 4:38:32 PM AST","2026","Female","Black;multiracial","Physical Sciences (including math, computer science)","Private","I have become more liberal","6","Unsure","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 4:41:13 PM AST","2023.5","Male","Prefer not to answer","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","8","No","Yes","No","Unsure","Prefer not to answer","No, slightly worse","Classes at Brown are more challenging","Yes"
"2023/03/02 4:42:24 PM AST","2025","Female","Hispanic","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","6","No","Yes","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 4:46:14 PM AST","2024","Male","Asian","Life Sciences","Public","My political ideology has not changed","8","No","Yes","Yes","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 4:46:16 PM AST","2024","Male","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","I have become more conservative","7","No","Yes","Yes","Unsure","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 4:47:37 PM AST","2025","Male","Hispanic","Prefer not to answer","Private","My political ideology has not changed","6","Unsure","No, but I know what ChatGPT is","No","Prefer not to answer","No","Yes, slightly better","Prefer not to answer","No"
