"Timestamp","What gender do you identify with?","What race do you identify with?","What graduation class are you?","What is your (intended) field of study?","How responsive do you think the Brown administration is to student movements in general?","Which of the following statements best describes your experience with online and in-person classes at Brown?","When you watch a recorded lecture, what speed do you watch it on?","What aspects of online learning do you want in your own classes as we transition back to fully in-person learning?","Overall, how would you rate your mental health?","This semester, do you feel that your professors have taken your mental health into account?","What is the capital of Canada?","Have you purposely stolen from Brown dining halls/cafes?","Should Brown mandate Covid-19 booster shots for undergraduates?"
"2021/12/03 1:06:49 PM AST","Female","White","2023","Arts","Very unresponsive","Online classes are somewhat more difficult than in-person classes","1.75x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Okay","Unsure","Montreal","Yes, a few times","Yes"
"2021/12/03 1:07:17 PM AST","Female","White","2022","Social Sciences","Neither responsive nor unresponsive","Online classes are somewhat more difficult than in-person classes","1x","Recorded lectures;Zoom sections","Okay","No","Toronto","Never","Yes"
"2021/12/03 1:07:45 PM AST","Female","White","2022","Social Sciences","Unsure","Online classes are much less difficult than in-person classes","1.25x","Recorded lectures","Good","Yes","ottowa","Never","Yes"
"2021/12/03 1:08:38 PM AST","Female","Asian;White","2025","STEM","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1.25x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Good","Unsure","Quebec","Never","Yes"
"2021/12/03 1:09:16 PM AST","Female","White","2024","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Good","Unsure","Ontario","Yes, a few times","No"
"2021/12/03 1:09:18 PM AST","Male","White","2022","STEM","Very unresponsive","Online classes are much less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures","Very good","Yes","ottawa","Yes, many times","Yes"
"2021/12/03 1:10:01 PM AST","Female","White","2024","STEM","Somewhat responsive","Online classes are about as difficult as in-person classes","1x","Recorded lectures;Take-home exams;Online office hours","Poor","Unsure","","Never","Yes"
"2021/12/03 1:11:35 PM AST","Female","White","2023","Arts","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures","Okay","Yes","","Yes, a few times","Yes"
"2021/12/03 1:11:52 PM AST","Male","White","2024.5","STEM","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1.75x","Recorded lectures;Take-home exams","Poor","Unsure","","Yes, many times","Yes"
"2021/12/03 1:12:32 PM AST","Male","White","2023","Prefer not to answer","Neither responsive nor unresponsive","Online classes are much less difficult than in-person classes","1.25x","Take-home exams","Good","Yes","ottawa","Never","No"
"2021/12/03 1:13:35 PM AST","Male","Asian","2022","STEM","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","2x","Recorded lectures","Okay","Unsure","","Never","Yes"
"2021/12/03 1:14:19 PM AST","Male","White","2023","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.75x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Good","Yes","Ontorio","Never","Yes"
"2021/12/03 1:15:14 PM AST","Female","White","2025","STEM","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1.50x","Take-home exams;Online office hours","Poor","No","Montreal or Quebec?","Yes, a few times","Yes"
"2021/12/03 1:16:04 PM AST","Female","White","2024","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Okay","Yes","ottawa","Never","Yes"
"2021/12/03 1:18:10 PM AST","Male","White","2025","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Take-home exams","Okay","Unsure","Ontario","Never","Yes"
"2021/12/03 1:19:13 PM AST","Male","White","2023.5","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Okay","Unsure","Ottawa","Yes, many times","Yes"
"2021/12/03 1:19:41 PM AST","Male","White","2023","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Okay","No","Ottawa","Yes, many times","Yes"
"2021/12/03 1:20:21 PM AST","Female","Black","2024","Social Sciences","Very unresponsive","Online classes are about as difficult as in-person classes","1.25x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Zoom sections","Poor","No","Ontario","Yes, once","Yes"
"2021/12/03 1:22:25 PM AST","Male","Asian","2023","STEM","Somewhat responsive","Online classes are much less difficult than in-person classes","2x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Very good","Yes","Montreal","Yes, many times","Yes"
"2021/12/03 1:23:07 PM AST","Male","White","2022.5","STEM","Prefer not to answer","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams","Poor","Prefer not to answer","","Never","No"
"2021/12/03 1:23:33 PM AST","Male","Asian","2024","STEM","Somewhat responsive","Online classes are much more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","Ontario","Yes, a few times","Yes"
"2021/12/03 1:24:53 PM AST","Male","Asian","2022","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures","Good","No","Ottowa","Never","Yes"
"2021/12/03 1:26:49 PM AST","Male","Asian","2025","STEM","Unsure","Online classes are about as difficult as in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","","Yes, a few times","Unsure"
"2021/12/03 1:27:17 PM AST","Non-binary","White","2022","Humanities","Somewhat unresponsive","Prefer not to answer","1x","Recorded lectures","Okay","Yes","Ottowa","Never","Unsure"
"2021/12/03 1:29:31 PM AST","Female","White","2022","Humanities","Unsure","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","montreal","Yes, a few times","Yes"
"2021/12/03 1:30:38 PM AST","Female","White","2024","Humanities","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Take-home exams;Online office hours","Poor","No","","Never","Yes"
"2021/12/03 1:31:29 PM AST","Non-binary","Black","2025","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams","Good","Yes","Quebec(IDK)","Unsure","Yes"
"2021/12/03 1:32:45 PM AST","Female","White","2024","Humanities","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams;Online office hours","Very poor","No","","Never","Yes"
"2021/12/03 1:33:29 PM AST","Female","Non-white Hispanic","2025","STEM","Somewhat responsive","Unsure","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Zoom sections","Okay","No","","Yes, a few times","No"
"2021/12/03 1:33:39 PM AST","Female","White","2024","Humanities","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Unsure","Poor","Yes","Ottowa","Yes, once","Yes"
"2021/12/03 1:35:02 PM AST","Male","Asian","2025","STEM","Unsure","Unsure","1.25x","Recorded lectures;Take-home exams","Good","No","idk","Prefer not to answer","No"
"2021/12/03 1:36:36 PM AST","Female","Asian;White","2022.5","Arts","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1.75x","Recorded lectures;Online office hours","Okay","No","","Yes, a few times","Yes"
"2021/12/03 1:36:37 PM AST","Male","Prefer not to answer","2022","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.75x","Recorded lectures;Take-home exams;Zoom sections","Good","Yes","Quebec?","Yes, a few times","Yes"
"2021/12/03 1:39:31 PM AST","Male","White","2022","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams;Online office hours","Poor","Yes","Alberta","Yes, a few times","Unsure"
"2021/12/03 1:39:43 PM AST","Female","White","2023","STEM","Unsure","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Take-home exams;Zoom sections","Good","Yes","Ontario","Yes, once","No"
"2021/12/03 1:41:30 PM AST","Female","White","2022","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures","Good","Unsure","Ottawa","Yes, many times","Yes"
"2021/12/03 1:41:37 PM AST","Male","White","2024","Humanities","Somewhat unresponsive","Online classes are about as difficult as in-person classes","1x","Take-home exams","Okay","Yes","Montreal","Never","Yes"
"2021/12/03 1:41:38 PM AST","Male","Asian","2025","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Good","Yes","Ottawa","Never","No"
"2021/12/03 1:43:23 PM AST","Male","Asian","2023.5","STEM","Very unresponsive","Online classes are much more difficult than in-person classes","2x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Poor","No","Toronto?","Yes, many times","Yes"
"2021/12/03 1:43:37 PM AST","Male","Asian","2024","STEM","Very responsive","Unsure","1.50x","Unsure","Good","Yes","","Yes, a few times","No"
"2021/12/03 1:44:04 PM AST","Female","Asian","2024","STEM","Neither responsive nor unresponsive","Online classes are about as difficult as in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Good","Yes","","Unsure","Unsure"
"2021/12/03 1:44:40 PM AST","Male","Asian","2023","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Take-home exams;Zoom sections","Very good","Unsure","Ottawa","Never","Yes"
"2021/12/03 1:45:20 PM AST","Female","Asian","2023","Social Sciences","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Okay","No","lmao idk","Never","Yes"
"2021/12/03 1:46:17 PM AST","Male","Asian","2025","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","Unsure","Asynchronous classes;Recorded lectures;Online office hours;Zoom sections","Very good","Yes","Toronto","Never","Yes"
"2021/12/03 1:47:19 PM AST","Male","White","2024.5","STEM","Somewhat responsive","Online classes are somewhat more difficult than in-person classes","1.75x","Recorded lectures;Take-home exams","Okay","Unsure","Quebec","Never","Unsure"
"2021/12/03 1:48:58 PM AST","Male","White","2022","Social Sciences","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","Ottawa","Yes, once","Yes"
"2021/12/03 1:49:41 PM AST","Female","White","2024","Humanities","Very unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Poor","Unsure","Toronto","Never","Yes"
"2021/12/03 1:50:12 PM AST","Non-binary","White","2022","STEM","Very unresponsive","Online classes are much less difficult than in-person classes","Prefer not to answer","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Zoom sections","Good","Yes","Ottawa","Yes, a few times","Yes"
"2021/12/03 1:52:00 PM AST","Female","White","2024","STEM","Somewhat responsive","Online classes are about as difficult as in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Good","No","Ottawa?????","Yes, a few times","Yes"
"2021/12/03 1:52:09 PM AST","Female","Black","2023","Humanities","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.75x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Okay","Yes","Toronto","Yes, a few times","Yes"
"2021/12/03 1:52:51 PM AST","Female","White","2024","STEM","Somewhat unresponsive","Online classes are about as difficult as in-person classes","1x","Recorded lectures","Good","No","Montreal","Never","Yes"
"2021/12/03 1:53:21 PM AST","Male","Asian","2024","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Zoom sections","Okay","Yes","","Yes, a few times","Yes"
"2021/12/03 1:55:02 PM AST","Male","Asian","2023","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Okay","Yes","Ontario","Yes, many times","Yes"
"2021/12/03 1:55:17 PM AST","Female","Asian","2023","STEM","Somewhat responsive","Unsure","1.50x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","Toronto?!","Yes, a few times","Yes"
"2021/12/03 1:55:45 PM AST","Female","White","2024","Humanities","Neither responsive nor unresponsive","Online classes are much less difficult than in-person classes","1x","Asynchronous classes","Good","Yes","toronto","Never","Yes"
"2021/12/03 1:57:23 PM AST","Male","White","2023","STEM","Somewhat responsive","Online classes are about as difficult as in-person classes","1.50x","Prefer not to answer","Very good","Unsure","ottawa","Never","No"
"2021/12/03 1:57:23 PM AST","Male","White","2024","STEM","Somewhat responsive","Online classes are about as difficult as in-person classes","1x","Recorded lectures","Very good","Unsure","toronto","Yes, a few times","Unsure"
"2021/12/03 1:58:35 PM AST","Male","White","2023","Humanities","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams","Okay","No","Ottowa ","Yes, once","Yes"
"2021/12/03 1:59:19 PM AST","Female","White","2023","Humanities","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams","Okay","Yes","","Yes, a few times","Yes"
"2021/12/03 2:01:07 PM AST","Female","White","2023","Social Sciences","Somewhat responsive","Online classes are about as difficult as in-person classes","1.25x","Recorded lectures;Take-home exams","Very good","Yes","Ottawa","Yes, a few times","Unsure"
"2021/12/03 2:02:59 PM AST","Female","Asian","2024","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Good","Yes","Ontario","Yes, many times","Yes"
"2021/12/03 2:03:34 PM AST","Male","White","2024","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams","Poor","No","Ottawa","Unsure","Yes"
"2021/12/03 2:05:26 PM AST","Male","White","2023","Social Sciences","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Zoom sections","Good","Yes","","Yes, once","Yes"
"2021/12/03 2:06:19 PM AST","Female","White","2023","STEM","Somewhat unresponsive","Online classes are about as difficult as in-person classes","2x","Recorded lectures;Take-home exams","Poor","Yes","Ottowa","Yes, many times","Yes"
"2021/12/03 2:07:44 PM AST","Male","White","2023","Humanities","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams","Okay","Unsure","Vancouver?","Never","Yes"
"2021/12/03 2:08:39 PM AST","Male","White","2025","STEM","Somewhat responsive","Online classes are much more difficult than in-person classes","1.75x","Take-home exams","Good","Yes","Ottawa","Yes, a few times","Yes"
"2021/12/03 2:09:42 PM AST","Male","Black","2023","STEM","Unsure","Online classes are somewhat less difficult than in-person classes","1.25x","Online office hours","Okay","No","toronto or ontario","Never","Unsure"
"2021/12/03 2:11:20 PM AST","Female","Asian;Black","2025","Prefer not to answer","Somewhat responsive","Online classes are much more difficult than in-person classes","1x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","Ottawa","Never","Unsure"
"2021/12/03 2:11:25 PM AST","Female","Asian","2025","Prefer not to answer","Neither responsive nor unresponsive","Unsure","1.50x","Recorded lectures;Take-home exams","Okay","Unsure","ontario","Never","Yes"
"2021/12/03 2:11:49 PM AST","Female","White","2023","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","","Prefer not to answer","Yes"
"2021/12/03 2:13:41 PM AST","Female","Asian","2022","STEM","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Good","Yes","Ottawa","Yes, once","Unsure"
"2021/12/03 2:17:26 PM AST","Male","Black","2022","Humanities","Somewhat responsive","Online classes are much less difficult than in-person classes","1x","Recorded lectures","Okay","Yes","Ontario","Never","Yes"
"2021/12/03 2:17:33 PM AST","Female","White","2024","Humanities","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","2x","Take-home exams","Very good","Yes","Ontario","Yes, many times","Prefer not to answer"
"2021/12/03 2:19:32 PM AST","Female","White","2025","STEM","Somewhat unresponsive","Unsure","Unsure","Zoom sections","Good","Yes","","Never","Yes"
"2021/12/03 2:20:04 PM AST","Male","American Indian/Alaska Native;Black;White","2024","Prefer not to answer","Neither responsive nor unresponsive","Online classes are much less difficult than in-person classes","1.75x","Recorded lectures","Okay","No","idk","Never","No"
"2021/12/03 2:20:15 PM AST","Male","White","2025","STEM","Neither responsive nor unresponsive","Online classes are much more difficult than in-person classes","1.50x","Recorded lectures","Okay","Unsure","","Yes, once","Yes"
"2021/12/03 2:24:10 PM AST","Male","White","2025","STEM","Unsure","Online classes are much less difficult than in-person classes","1x","Recorded lectures;Online office hours","Okay","Unsure","Ottawa","Yes, a few times","No"
"2021/12/03 2:24:52 PM AST","Female","Non-white Hispanic","2025","Humanities","Somewhat unresponsive","Unsure","1.50x","Recorded lectures;Online office hours","Okay","Yes","","Never","Yes"
"2021/12/03 2:25:23 PM AST","Male","White","2025","Social Sciences","Somewhat unresponsive","Online classes are much less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Zoom sections","Very good","Unsure","","Yes, a few times","Unsure"
"2021/12/03 2:27:26 PM AST","Male","White","2023","STEM","Somewhat unresponsive","Online classes are about as difficult as in-person classes","1.75x","Recorded lectures;Take-home exams","Very good","Yes","Ottawa","Never","Yes"
"2021/12/03 2:31:38 PM AST","Female","Asian","2022","Social Sciences","Unsure","Online classes are about as difficult as in-person classes","1.25x","Recorded lectures","Poor","No","Vancouver ","Yes, a few times","Yes"
"2021/12/03 2:32:52 PM AST","Male","White","2024","STEM","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1.50x","Take-home exams;Online office hours","Good","Yes","Ottowa","Yes, many times","Yes"
"2021/12/03 2:34:46 PM AST","Female","Black","2025","Humanities","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams","Okay","No","n/a","Never","No"
"2021/12/03 2:35:51 PM AST","Male","White","2024","Humanities","Somewhat responsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Good","Unsure","Ottowa","Never","Yes"
"2021/12/03 2:38:43 PM AST","Prefer not to answer","White","2022","Social Sciences","Very unresponsive","Online classes are about as difficult as in-person classes","1.25x","Recorded lectures;Online office hours","Good","Yes","Ontario","Yes, a few times","Yes"
"2021/12/03 2:39:38 PM AST","Male","White","2022","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures","Good","Yes","ottawa","Yes, many times","Yes"
"2021/12/03 2:41:32 PM AST","Female","Asian;White","2024","Humanities","Somewhat responsive","Online classes are much more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Poor","Yes","not sure","Yes, once","Yes"
"2021/12/03 2:41:34 PM AST","Female","Asian","2025","Humanities","Somewhat responsive","Online classes are somewhat more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Okay","Unsure","","Never","Unsure"
"2021/12/03 2:43:34 PM AST","Male","Asian;White","2022","STEM","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Good","Yes","Ottawa","Never","Unsure"
"2021/12/03 2:45:46 PM AST","Female","Asian","2023","STEM","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Poor","Unsure","toronto","Yes, a few times","Yes"
"2021/12/03 2:47:53 PM AST","Non-binary","White","2022","Humanities","Very unresponsive","Online classes are somewhat more difficult than in-person classes","1.50x","Recorded lectures;Take-home exams","Okay","Yes","Montreal?","Prefer not to answer","Yes"
"2021/12/03 2:48:20 PM AST","Male","White","2025","Humanities","Somewhat unresponsive","Online classes are about as difficult as in-person classes","2x","Recorded lectures;Take-home exams;Online office hours","Okay","Unsure","Ontario?","Yes, many times","Yes"
"2021/12/03 2:48:29 PM AST","Male","Asian","2023","STEM","Very unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams","Good","Yes","Ottawa","Yes, many times","No"
"2021/12/03 2:49:34 PM AST","Female","White","2022","Humanities","Unsure","Online classes are somewhat less difficult than in-person classes","1.75x","Online office hours","Good","Yes","toronto??","Yes, many times","Yes"
"2021/12/03 2:49:50 PM AST","Female","Asian;White","2022","Humanities","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Okay","No","Vancouver","Yes, a few times","Yes"
"2021/12/03 2:50:31 PM AST","Female","Non-white Hispanic;White","2023","Humanities","Somewhat responsive","Online classes are about as difficult as in-person classes","1.25x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours;Zoom sections","Poor","No","Quebec? Idk","Yes, many times","No"
"2021/12/03 2:51:51 PM AST","Female","White","2025","Humanities","Somewhat unresponsive","Unsure","Unsure","Asynchronous classes;Recorded lectures;Take-home exams","Good","Yes","Ontario?","Yes, many times","Yes"
"2021/12/03 2:51:53 PM AST","Female","White","2025","STEM","Very responsive","Online classes are about as difficult as in-person classes","1.25x","Recorded lectures","Good","Yes","quibec","Never","Yes"
"2021/12/03 2:54:24 PM AST","Female","Asian;Black;White","2023","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Poor","Unsure","Ottowa","Yes, a few times","Yes"
"2021/12/03 2:57:00 PM AST","Female","White","2023","Humanities","Very unresponsive","Online classes are somewhat more difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Okay","Yes","Ottowa","Yes, many times","Yes"
"2021/12/03 2:59:10 PM AST","Female","Asian","2025","Humanities","Somewhat unresponsive","Prefer not to answer","Prefer not to answer","Recorded lectures;Take-home exams;Online office hours","Poor","Yes","","Never","Yes"
"2021/12/03 2:59:36 PM AST","Male","Prefer not to answer","2025","STEM","Very unresponsive","Online classes are about as difficult as in-person classes","1.50x","Recorded lectures;Take-home exams","Very good","No","","Never","No"
"2021/12/03 3:00:55 PM AST","Male","White","2024","Social Sciences","Neither responsive nor unresponsive","Online classes are somewhat less difficult than in-person classes","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Poor","Yes","The North Pole?","Yes, a few times","Yes"
"2021/12/03 3:01:42 PM AST","Female","White","2022","Humanities","Somewhat responsive","Online classes are about as difficult as in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Okay","No","no idea","Yes, a few times","Yes"
"2021/12/03 3:01:52 PM AST","Female","White","2024","Humanities","Neither responsive nor unresponsive","Unsure","1.50x","Take-home exams;Online office hours","Okay","Unsure","toronto","Never","Yes"
"2021/12/03 3:02:33 PM AST","Female","Asian","2023","STEM","Somewhat responsive","Online classes are about as difficult as in-person classes","1.25x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Okay","Yes","Ontario","Never","Unsure"
"2021/12/03 3:03:21 PM AST","Female","Black","2024","STEM","Somewhat unresponsive","Online classes are about as difficult as in-person classes","1x","Recorded lectures;Online office hours","Poor","Unsure","Toronto","Never","Yes"
"2021/12/03 3:03:32 PM AST","Female","White","2025","Humanities","Neither responsive nor unresponsive","Unsure","1.50x","Recorded lectures;Take-home exams","Good","Unsure","","Never","Yes"
"2021/12/03 3:05:02 PM AST","Female","Black;White","2021.5","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Asynchronous classes;Recorded lectures;Take-home exams","Very good","Yes","Toronto (I know that's wrong)","Yes, many times","Yes"
"2021/12/03 3:06:43 PM AST","Female","Asian","2022","Humanities","Somewhat unresponsive","Online classes are much more difficult than in-person classes",".75x","Recorded lectures;Take-home exams","Poor","No","","Yes, a few times","Yes"
"2021/12/03 3:07:43 PM AST","Female","White","2022.5","Humanities","Very unresponsive","Online classes are much more difficult than in-person classes","1.25x","Recorded lectures","Good","No","Montreal???? idk","Never","Yes"
"2021/12/03 3:11:22 PM AST","Female","White","2023","STEM","Somewhat unresponsive","Online classes are about as difficult as in-person classes","1x","Recorded lectures","Okay","Yes","","Yes, many times","Yes"
"2021/12/03 3:13:22 PM AST","Male","White","2024","Humanities","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1x","Recorded lectures;Take-home exams","Good","Yes","Ottawa","Never","Yes"
"2021/12/03 3:13:30 PM AST","Male","White","2025","STEM","Somewhat responsive","Online classes are somewhat more difficult than in-person classes","2x","Take-home exams","Very good","No","Toronto","Yes, many times","Yes"
"2021/12/03 3:14:53 PM AST","Female","Asian","2025","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","2x","Recorded lectures;Take-home exams","Okay","No","The great State of Florida","Yes, many times","Yes"
"2021/12/03 3:20:37 PM AST","Male","White","2023","STEM","Very unresponsive","Online classes are about as difficult as in-person classes","2x","Take-home exams;Online office hours","Okay","Unsure","","Unsure","Yes"
"2021/12/03 3:22:35 PM AST","Male","White","2025","Social Sciences","Somewhat responsive","Prefer not to answer","1.50x","Recorded lectures","Good","Yes","Ottawa","Never","Yes"
"2021/12/03 3:27:15 PM AST","Female","White","2023.5","STEM","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Zoom sections","Poor","Yes","Montreal","Yes, many times","Unsure"
"2021/12/03 3:27:48 PM AST","Male","Non-white Hispanic","2025","Social Sciences","Somewhat unresponsive","Online classes are much less difficult than in-person classes","2x","Recorded lectures;Take-home exams","Poor","Unsure","i dont know ","Yes, a few times","Unsure"
"2021/12/03 3:31:08 PM AST","Male","American Indian/Alaska Native;White","2025","Humanities","Somewhat unresponsive","Unsure","2x","Recorded lectures;Take-home exams","Okay","No","","Yes, a few times","Yes"
"2021/12/03 3:33:16 PM AST","Male","White","2024","STEM","Very responsive","Online classes are somewhat more difficult than in-person classes","1x","Recorded lectures","Good","Yes","Ottawa","Never","Yes"
"2021/12/03 3:34:49 PM AST","Male","Asian","2025","Social Sciences","Somewhat responsive","Unsure","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Zoom sections","Okay","Yes","ottawa","Unsure","No"
"2021/12/03 3:37:38 PM AST","Male","White","2025","Social Sciences","Somewhat responsive","Online classes are about as difficult as in-person classes","1x","Asynchronous classes;Take-home exams;Zoom sections","Good","Unsure","Ottawa","Never","No"
"2021/12/03 3:38:54 PM AST","Female","Black","2022","STEM","Somewhat responsive","Unsure","1.50x","Asynchronous classes;Recorded lectures;Take-home exams;Online office hours","Good","No","","Prefer not to answer","No"
"2021/12/03 3:41:03 PM AST","Male","White","2023","Humanities","Very unresponsive","Online classes are somewhat more difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours;Zoom sections","Okay","No","Ottawa","Yes, many times","Yes"
"2021/12/03 3:42:05 PM AST","Male","White","2024","Humanities","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1.25x","Recorded lectures;Take-home exams;Online office hours","Poor","No","Ontario","Yes, once","Yes"
"2021/12/03 3:45:47 PM AST","Female","White","2022","Humanities","Somewhat unresponsive","Online classes are somewhat more difficult than in-person classes","1.25x","Recorded lectures;Take-home exams","Okay","Yes","Ontario","Yes, many times","Yes"
"2021/12/03 3:50:22 PM AST","Female","White","2023","STEM","Somewhat responsive","Online classes are much less difficult than in-person classes","1.50x","Recorded lectures;Take-home exams;Online office hours","Poor","No","Ottawa","Yes, many times","Yes"
"2021/12/03 3:52:50 PM AST","Female","Asian","2023","Social Sciences","Somewhat unresponsive","Online classes are somewhat less difficult than in-person classes","1x","Recorded lectures;Take-home exams","Good","Yes","Ottawa, Ontario ","Never","Yes"
