"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Which of the following do you consider yourself to be?","Are you currently in a relationship?","Who do you think will win the 2024 US Presidential election?","How often do you use marijuana?","Who is primarily responsible for paying your college tuition (that is not covered by financial aid)?","Have you ever used ChatGPT (or other generative AI) in violation of a course policy?","Are your parents currently married (to each other) ?","How often do you have sex?","Do you usually lock the door when you leave your dorm, suite, or house/apartment?","If you could be President of the US at some point in your life, would you want the job?","Do you think you have more sex than the average Brown student?"
"2024/10/09 10:37:49 AM AST","2028","Woman","Asian","Physical Sciences (including math, computer science)","Straight","Yes","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","No, divorced or separated","2-3 times per month","Yes","No","About average"
"2024/10/09 10:38:26 AM AST","2025","Woman","Black","Physical Sciences (including math, computer science)","Straight","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Prefer not to answer","Yes","No","Unsure"
"2024/10/09 10:39:18 AM AST","2028","Woman","Asian;White","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/09 10:39:43 AM AST","2026","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","Yes","No, significantly less"
"2024/10/09 10:40:05 AM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Straight","Unsure","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/09 10:41:33 AM AST","2028","Woman","White","Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","2-3 times per month","Yes","No","About average"
"2024/10/09 10:47:31 AM AST","2026","Man","Hispanic or Latino","Physical Sciences (including math, computer science)","Bisexual","Yes","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","2-3 times per week","No","No","About average"
"2024/10/09 10:48:13 AM AST","2027","Woman","Black","Physical Sciences (including math, computer science)","Queer","No","Prefer not to answer","Once a week","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","Less than once a month","No","No","No, somewhat less"
"2024/10/09 10:48:58 AM AST","2028","Woman","White","Physical Sciences (including math, computer science)","Bisexual","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","No, divorced or separated","I have never had sex","No","No","No, significantly less"
"2024/10/09 10:49:57 AM AST","2028","Man","Asian","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","I pay all of my tuition","No","Yes","Prefer not to answer","Yes","Yes","No, somewhat less"
"2024/10/09 10:51:15 AM AST","2028","Man","White","Life Sciences","Transgender;Asexual;Other LGBTQ+","No","Unsure","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 10:51:52 AM AST","2025","Woman","White","Humanities/Arts","Straight","Yes","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","Once a week","Yes","No","About average"
"2024/10/09 10:52:00 AM AST","2027","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Bisexual;Queer","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Once a week","Yes","No","About average"
"2024/10/09 10:52:37 AM AST","2026","Man","White","Physical Sciences (including math, computer science)","Bisexual","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/09 10:52:47 AM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Gay","No","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","I have never had sex","Yes","Yes","Unsure"
"2024/10/09 10:53:19 AM AST","2028","Woman","Asian","Life Sciences","Straight","No","Unsure","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","Prefer not to answer","Yes","No","Prefer not to answer"
"2024/10/09 10:53:28 AM AST","2028","Woman","Asian","Life Sciences","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/09 10:53:41 AM AST","2026","Woman","Hispanic or Latino","Life Sciences;Physical Sciences (including math, computer science)","Bisexual","No","Donald Trump","Once a week","I pay all of my tuition","Yes","No, divorced or separated","Once a week","No","No","About average"
"2024/10/09 10:54:32 AM AST","2025","Woman","Asian;White","Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","Less than once a month","Yes","No","No, significantly less"
"2024/10/09 10:54:46 AM AST","2028","Man","White","Life Sciences","Queer","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","No","No, somewhat less"
"2024/10/09 10:55:11 AM AST","2028","Man","Asian","Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 10:55:20 AM AST","2028","Man","White","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","Yes","About average"
"2024/10/09 10:56:35 AM AST","2028","Woman","Asian","Physical Sciences (including math, computer science)","Bisexual","Yes","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per month","Yes","No","No, somewhat less"
"2024/10/09 10:59:10 AM AST","2027","Woman","White","Physical Sciences (including math, computer science)","Straight","Yes","Unsure","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","Once a week","No","No","About average"
"2024/10/09 10:59:21 AM AST","2028","Man","Asian;White","Humanities/Arts","Gay","No","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","Yes","Unsure"
"2024/10/09 10:59:24 AM AST","2028","Woman","Asian","Humanities/Arts;Life Sciences","Queer","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 10:59:34 AM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","No","No","Unsure"
"2024/10/09 11:00:24 AM AST","2028","Woman","Prefer not to answer","Humanities/Arts","Prefer not to answer","No","Kamala Harris","2-3 times per month","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","Prefer not to answer","Yes","No","Prefer not to answer"
"2024/10/09 11:00:54 AM AST","2028","Man","Asian","Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","No, never married","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 11:02:00 AM AST","2025","Man","White","Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","No","Unsure"
"2024/10/09 11:02:52 AM AST","2028","Man","Asian","Life Sciences","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","No, divorced or separated","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 11:05:42 AM AST","2025","Man","Asian;White","Physical Sciences (including math, computer science)","Straight","Yes","Unsure","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","Once a month","Yes","No","No, somewhat less"
"2024/10/09 11:07:58 AM AST","2025","Non-binary","White","Physical Sciences (including math, computer science)","Asexual","No","Unsure","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","No, divorced or separated","I have never had sex","No","No","No, significantly less"
"2024/10/09 11:10:30 AM AST","2025","Man","White","Physical Sciences (including math, computer science)","Straight","No","Donald Trump","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Once a month","No","No","No, somewhat less"
"2024/10/09 11:11:03 AM AST","2026","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","No","Yes","Yes, somewhat more"
"2024/10/09 11:11:53 AM AST","2027","Woman","Asian","Humanities/Arts","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Unsure","Yes","Prefer not to answer","No","No","No, somewhat less"
"2024/10/09 11:16:39 AM AST","2025","Woman","Middle Eastern or North African","Life Sciences","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","No","No, significantly less"
"2024/10/09 11:19:12 AM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","Prefer not to answer","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/09 11:23:20 AM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","Unsure","Yes","Prefer not to answer","Yes","No","Prefer not to answer"
"2024/10/09 11:23:23 AM AST","2028","Man","Asian;Hispanic or Latino;White","Humanities/Arts","Straight","No","Unsure","2-3 times per week","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","Less than once a month","No","Yes","About average"
"2024/10/09 11:23:49 AM AST","2028","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","2-3 times per month","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","Once a week","No","No","Yes, somewhat more"
"2024/10/09 11:27:42 AM AST","2027","Man","Hispanic or Latino","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","No","No","No, somewhat less"
"2024/10/09 11:29:15 AM AST","2028","Woman","Asian;Hispanic or Latino","Humanities/Arts","Straight","Unsure","Kamala Harris","Prefer not to answer","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, somewhat less"
"2024/10/09 11:29:34 AM AST","2025","Man","White","Life Sciences;Social Sciences (including economics, CLPS)","Gay;Transgender","Yes","Unsure","Less than once a month","I pay all of my tuition","No","No, never married","Once a month","Yes","Yes","No, somewhat less"
"2024/10/09 11:31:35 AM AST","2028","Prefer not to answer","Asian","Physical Sciences (including math, computer science)","Prefer not to answer","No","Kamala Harris","Prefer not to answer","Prefer not to answer","Yes","Yes","I have never had sex","Yes","Prefer not to answer","No, significantly less"
"2024/10/09 11:32:24 AM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Donald Trump","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/09 11:36:17 AM AST","2028","Man","White","Humanities/Arts","Bisexual","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","No, divorced or separated","Less than once a month","Yes","No","No, somewhat less"
"2024/10/09 11:36:19 AM AST","2027","Man","White","Life Sciences","Straight","No","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, somewhat less"
"2024/10/09 11:36:52 AM AST","2028","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/09 11:36:55 AM AST","2028","Woman","Asian","Social Sciences (including economics, CLPS)","Straight","No","Donald Trump","I have never used marijuana","Unsure","Prefer not to answer","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 11:38:43 AM AST","2025","Woman","Hispanic or Latino","Humanities/Arts;Social Sciences (including economics, CLPS)","Lesbian;Queer;Other LGBTQ+","Yes","Kamala Harris","2-3 times per month","Unsure","No","No, divorced or separated","2-3 times per week","Yes","Yes","About average"
"2024/10/09 11:39:18 AM AST","2025","Woman","Black","Life Sciences","Bisexual","Yes","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Once a week","No","Yes","No, somewhat less"
"2024/10/09 11:39:46 AM AST","2026","Man","White","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","2-3 times per week","My parents or guardians pay all of my tuition","Unsure","Yes","2-3 times per month","No","No","Yes, somewhat more"
"2024/10/09 11:42:12 AM AST","2028","Woman","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Pansexual;Asexual","No","Kamala Harris","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 11:42:55 AM AST","2025.5","Woman","White","Humanities/Arts","Straight","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","No, divorced or separated","Once a week","No","No","Yes, somewhat more"
"2024/10/09 11:43:33 AM AST","2025","Man","White","Humanities/Arts","Straight","Yes","Unsure","Once a month","My parents or guardians pay all of my tuition","No","Yes","2-3 times per week","Yes","No","About average"
"2024/10/09 11:45:31 AM AST","2027","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2024/10/09 11:46:13 AM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","Yes","No, somewhat less"
"2024/10/09 11:49:14 AM AST","2025","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","Unsure","Kamala Harris","2-3 times per week","My parents or guardians pay all of my tuition","No","No, divorced or separated","2-3 times per week","Yes","Yes","Yes, somewhat more"
"2024/10/09 11:49:59 AM AST","2028","Man","White","Life Sciences","Gay","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","No, divorced or separated","Once a month","No","Yes","Yes, somewhat more"
"2024/10/09 11:51:14 AM AST","2027","Woman","White","Life Sciences","Bisexual","No","Donald Trump","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","2-3 times per week","Yes","No","Yes, somewhat more"
"2024/10/09 11:51:39 AM AST","2028","Woman","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Bisexual","Yes","Donald Trump","Once a week","My tuition is fully covered by financial aid/grants/scholarships","No","No, divorced or separated","4-5 times per week","No","No","Yes, somewhat more"
"2024/10/09 11:52:05 AM AST","2027","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","Once a week","No","No","Yes, significantly more"
"2024/10/09 11:52:59 AM AST","2025","Prefer not to answer","Asian","Humanities/Arts","Bisexual;Queer","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Once a week","No","No","About average"
"2024/10/09 11:53:19 AM AST","2028","Man","Asian","Social Sciences (including economics, CLPS)","Straight","Yes","Unsure","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","2-3 times per month","No","No","No, significantly less"
"2024/10/09 11:54:32 AM AST","2027","Woman","Asian","Humanities/Arts;Life Sciences","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 11:54:38 AM AST","2028","Man","Middle Eastern or North African","Social Sciences (including economics, CLPS)","Gay","No","Kamala Harris","Once a month","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","Once a week","Yes","No","Yes, significantly more"
"2024/10/09 11:54:51 AM AST","2028","Man","White","Humanities/Arts","Straight","Unsure","Kamala Harris","2-3 times per week","My parents or guardians pay all of my tuition","Unsure","Yes","4-5 times per week","Yes","No","Yes, significantly more"
"2024/10/09 11:55:44 AM AST","2028","Man","White","Humanities/Arts","Gay","Yes","Kamala Harris","I have never used marijuana","I pay all of my tuition","No","Yes","Once a week","No","No","Yes, somewhat more"
"2024/10/09 11:56:22 AM AST","2028","Woman","Hispanic or Latino","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","Unsure","No","No, never married","Less than once a month","Yes","No","Unsure"
"2024/10/09 11:56:57 AM AST","2028","Man","Asian","Social Sciences (including economics, CLPS)","Gay","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Once a month","Yes","Yes","About average"
"2024/10/09 11:57:37 AM AST","2025","Man","Black;Hispanic or Latino","Physical Sciences (including math, computer science)","Straight","Yes","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","Once a week","No","No","Unsure"
"2024/10/09 11:57:54 AM AST","2028","Man","Asian","Humanities/Arts;Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/09 11:58:55 AM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","Straight","Yes","Unsure","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","Once a week","Yes","No","Yes, somewhat more"
"2024/10/09 11:59:17 AM AST","2027","Man","White","Humanities/Arts","Straight","Yes","Donald Trump","2-3 times per month","My parents or guardians pay all of my tuition","No","Yes","2-3 times per week","No","Yes","About average"
"2024/10/09 11:59:42 AM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Gay","No","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/09 12:05:55 PM AST","2025","Man","White","Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Once a week","No","Yes","Yes, significantly more"
"2024/10/09 12:06:01 PM AST","2025","Man","White","Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","2-3 times per week","Yes","No","About average"
"2024/10/09 12:07:17 PM AST","2028","Woman","Hispanic or Latino;White","Humanities/Arts","Straight","Yes","Unsure","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","Unsure","No","Yes","Yes, somewhat more"
"2024/10/09 12:10:13 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","Straight","Prefer not to answer","Kamala Harris","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","Once a month","Yes","No","About average"
"2024/10/09 12:10:19 PM AST","2027","Man","Asian;Black","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","No","No","About average"
"2024/10/09 12:10:28 PM AST","2026","Woman;Unsure","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Bisexual;Queer","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","No","No","No, somewhat less"
"2024/10/09 12:13:44 PM AST","2027","Man","White","Humanities/Arts","Gay","Yes","Kamala Harris","Less than once a month","Prefer not to answer","No","Yes","2-3 times per week","No","No","No, somewhat less"
"2024/10/09 12:15:17 PM AST","2027","Man","White","Social Sciences (including economics, CLPS)","Gay","No","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","No","Yes","Once a month","No","Yes","No, somewhat less"
"2024/10/09 12:16:06 PM AST","2025","Man","Asian","Social Sciences (including economics, CLPS)","Gay","No","Kamala Harris","Less than once a month","I pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/09 12:16:21 PM AST","2025","Man","Asian","Humanities/Arts","Straight","No","Unsure","Unsure","Unsure","Unsure","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2024/10/09 12:17:27 PM AST","2025","Man","White","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","4-5 times per week","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","Yes","No, significantly less"
"2024/10/09 12:19:22 PM AST","2025","Man","White","Social Sciences (including economics, CLPS)","Straight","Yes","Donald Trump","2-3 times per week","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","No","No","Yes, somewhat more"
"2024/10/09 12:19:32 PM AST","2025","Woman","White","Humanities/Arts","Straight","Yes","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","Yes","Yes","Yes, significantly more"
"2024/10/09 12:20:38 PM AST","2028","Woman","Asian","Social Sciences (including economics, CLPS)","Straight;Questioning;Prefer not to answer","Yes","Unsure","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","I have never had sex","Yes","No","Prefer not to answer"
"2024/10/09 12:21:59 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","Bisexual","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","No","No, significantly less"
"2024/10/09 12:22:17 PM AST","2025","Non-binary","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Bisexual","Yes","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","No","No","Yes, somewhat more"
"2024/10/09 12:22:55 PM AST","2027","Man","Black","Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Once a week","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","Less than once a month","No","Yes","No, somewhat less"
"2024/10/09 12:23:44 PM AST","2028","Man","White","Humanities/Arts","Bisexual","No","Kamala Harris","2-3 times per month","I pay all of my tuition","No","Yes","Once a month","Yes","No","About average"
"2024/10/09 12:25:49 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","Bisexual;Queer","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/09 12:35:20 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","Prefer not to answer","Yes","No","No, somewhat less"
"2024/10/09 12:35:42 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/09 12:36:00 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Daily or almost daily","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","Yes","No, somewhat less"
"2024/10/09 12:36:04 PM AST","2026.5","Non-binary","Asian;Black;Hispanic or Latino","Life Sciences","Asexual","Unsure","Donald Trump","4-5 times per week","I pay all of my tuition","No","Other","Daily or almost daily","No","Yes","Yes, significantly more"
"2024/10/09 12:38:06 PM AST","2026","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","Prefer not to answer","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","No, somewhat less"
"2024/10/09 12:39:52 PM AST","2028","Woman","Hispanic or Latino","Humanities/Arts;Life Sciences;Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","No, divorced or separated","Less than once a month","Yes","No","No, significantly less"
"2024/10/09 12:39:55 PM AST","2025","Man","Hispanic or Latino","Physical Sciences (including math, computer science)","Bisexual","No","Unsure","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","Unsure","No, never married","Less than once a month","Yes","No","No, somewhat less"
"2024/10/09 12:41:14 PM AST","2026","Woman","White","Physical Sciences (including math, computer science)","Straight","Yes","Unsure","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","No","No, divorced or separated","Less than once a month","Yes","No","No, somewhat less"
"2024/10/09 12:41:30 PM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Gay","No","Kamala Harris","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","I have never had sex","No","Yes","No, significantly less"
"2024/10/09 12:41:31 PM AST","2026","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","Yes","No, somewhat less"
"2024/10/09 12:42:55 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","Once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","No, divorced or separated","2-3 times per week","Yes","Yes","Yes, somewhat more"
"2024/10/09 12:43:52 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","Straight","Unsure","Unsure","Less than once a month","I pay all of my tuition","Unsure","Yes","2-3 times per week","No","Yes","About average"
"2024/10/09 12:44:13 PM AST","2025","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","Unsure","Unsure","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","No, divorced or separated","Daily or almost daily","Yes","No","Yes, somewhat more"
"2024/10/09 12:45:33 PM AST","2027","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Gay","Unsure","Donald Trump","Daily or almost daily","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per month","No","No","Yes, somewhat more"
"2024/10/09 12:46:10 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Unsure","Unsure","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","Prefer not to answer","No","No","Prefer not to answer"
"2024/10/09 12:46:58 PM AST","2028","Woman","Asian","Social Sciences (including economics, CLPS)","Straight","No","Unsure","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","Unsure","Yes","Less than once a month","No","Yes","No, somewhat less"
"2024/10/09 12:48:40 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","Straight","Yes","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Once a month","Yes","No","No, significantly less"
"2024/10/09 12:49:56 PM AST","2027","Woman","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Other","Less than once a month","No","Yes","Yes, somewhat more"
"2024/10/09 12:50:51 PM AST","2026","Man","Asian","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","Yes","No, somewhat less"
"2024/10/09 12:50:59 PM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Donald Trump","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/09 12:51:26 PM AST","2027","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","Lesbian","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Unsure","Yes","2-3 times per week","Yes","No","Yes, somewhat more"
"2024/10/09 12:51:41 PM AST","2027","Man","White","Humanities/Arts;Physical Sciences (including math, computer science)","Gay","No","Unsure","2-3 times per week","I pay all of my tuition","Unsure","Other","2-3 times per month","No","Yes","Yes, somewhat more"
"2024/10/09 12:53:05 PM AST","2026","Woman","Black;White","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","2-3 times per month","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","No, divorced or separated","Once a month","Yes","No","No, somewhat less"
